task,item_id,tom_dimension,facility,discrimination,flag,n_models
tom_12dim_freeresponse,DBEL_FR_01,Diverse Beliefs,0.7273,0.4738,,33
tom_12dim_freeresponse,DBEL_FR_02,Diverse Beliefs,0.9697,0.7244,too-easy,33
tom_12dim_freeresponse,DBEL_FR_03,Diverse Beliefs,0.9091,0.6111,too-easy,33
tom_12dim_freeresponse,DBEL_FR_04,Diverse Beliefs,0.9394,0.7261,too-easy,33
tom_12dim_freeresponse,DBEL_FR_05,Diverse Beliefs,0.6364,0.2869,low-disc,33
tom_12dim_freeresponse,DD_FR_01,Diverse Desires,0.9697,0.7244,too-easy,33
tom_12dim_freeresponse,DD_FR_02,Diverse Desires,0.5758,0.2996,low-disc,33
tom_12dim_freeresponse,DD_FR_03,Diverse Desires,0.9091,0.6652,too-easy,33
tom_12dim_freeresponse,DD_FR_04,Diverse Desires,0.9394,0.5089,too-easy,33
tom_12dim_freeresponse,DD_FR_05,Diverse Desires,0.9394,0.5307,too-easy,33
tom_12dim_freeresponse,ER_FR_01,Emotion Recognition,0.9697,0.7244,too-easy,33
tom_12dim_freeresponse,ER_FR_02,Emotion Recognition,0.9697,0.7244,too-easy,33
tom_12dim_freeresponse,ER_FR_03,Emotion Recognition,0.9394,0.7044,too-easy,33
tom_12dim_freeresponse,ER_FR_04,Emotion Recognition,0.6061,0.579,,33
tom_12dim_freeresponse,ER_FR_05,Emotion Recognition,0.9697,0.7244,too-easy,33
tom_12dim_freeresponse,FOFB_FR_01,First-Order False Belief,0.7273,0.6366,,33
tom_12dim_freeresponse,FOFB_FR_02,First-Order False Belief,0.9091,0.6291,too-easy,33
tom_12dim_freeresponse,FOFB_FR_03,First-Order False Belief,0.7879,0.7197,,33
tom_12dim_freeresponse,FOFB_FR_04,First-Order False Belief,0.8182,0.5281,,33
tom_12dim_freeresponse,FOFB_FR_05,First-Order False Belief,0.6364,0.6423,,33
tom_12dim_freeresponse,FP_FR_01,Faux Pas Detection,0.2121,0.1738,low-disc,33
tom_12dim_freeresponse,FP_FR_02,Faux Pas Detection,0.3333,0.5587,,33
tom_12dim_freeresponse,FP_FR_03,Faux Pas Detection,0.5152,0.4666,,33
tom_12dim_freeresponse,FP_FR_04,Faux Pas Detection,0.7879,0.4345,,33
tom_12dim_freeresponse,FP_FR_05,Faux Pas Detection,0.6061,0.579,,33
tom_12dim_freeresponse,HE_FR_01,Hidden Emotion (Appearance vs. Reality),0.7576,0.6257,,33
tom_12dim_freeresponse,HE_FR_02,Hidden Emotion (Appearance vs. Reality),0.9091,0.557,too-easy,33
tom_12dim_freeresponse,HE_FR_03,Hidden Emotion (Appearance vs. Reality),0.8788,0.6251,,33
tom_12dim_freeresponse,HE_FR_04,Hidden Emotion (Appearance vs. Reality),0.9091,0.6111,too-easy,33
tom_12dim_freeresponse,HE_FR_05,Hidden Emotion (Appearance vs. Reality),0.6364,0.583,,33
tom_12dim_freeresponse,IA_FR_01,Intention vs. Accident,0.9697,0.7244,too-easy,33
tom_12dim_freeresponse,IA_FR_02,Intention vs. Accident,0.7879,0.6563,,33
tom_12dim_freeresponse,IA_FR_03,Intention vs. Accident,0.7576,0.3356,,33
tom_12dim_freeresponse,IA_FR_04,Intention vs. Accident,0.8485,0.648,,33
tom_12dim_freeresponse,IA_FR_05,Intention vs. Accident,0.8485,0.6191,,33
tom_12dim_freeresponse,IRO_FR_01,Irony,0.9394,0.7261,too-easy,33
tom_12dim_freeresponse,IRO_FR_02,Irony,0.9697,0.7244,too-easy,33
tom_12dim_freeresponse,IRO_FR_03,Irony,0.8485,0.6769,,33
tom_12dim_freeresponse,IRO_FR_04,Irony,0.7879,0.6626,,33
