model,task,theta,theta_se,family,tier,date_years,release_date,age_anchored_theta
openai-api/local/meta-llama/llama-3.3-70b-instruct,tom_12dim_freeresponse,-1.6293706115650943,0.565862795925495,Llama,Llama large,0.9308692676249144,2024-12-06,7.589791192624544
openai-api/local/meta-llama/llama-3.1-8b-instruct,tom_12dim_freeresponse,-3.9676817437360308,0.5155880212373477,Llama,Llama small,0.5585215605749486,2024-07-23,7.064636250989372
anthropic/claude-sonnet-5,tom_12dim_freeresponse,0.9616852384183315,0.9822175378190272,Claude,Claude Sonnet,2.4777549623545516,2026-06-24,8.17170938347206
anthropic/claude-fable-5,tom_12dim_freeresponse,2.1724625434808855,1.2232148310275317,Claude,Claude Fable,2.4777549623545516,2026-06-24,8.443634567518453
anthropic/claude-opus-4-8,tom_12dim_freeresponse,0.9616852384183302,0.9822175378190268,Claude,Claude Opus,2.521560574948665,2026-07-10,8.17170938347206
anthropic/claude-opus-4-7,tom_12dim_freeresponse,0.9616852384183315,0.9822175378190272,Claude,Claude Opus,2.3874058863791925,2026-05-22,8.17170938347206
anthropic/claude-sonnet-4-6,tom_12dim_freeresponse,0.9616852384183302,0.9822175378190268,Claude,Claude Sonnet,2.0369609856262834,2026-01-14,8.17170938347206
anthropic/claude-opus-4-6,tom_12dim_freeresponse,0.9616852384183306,0.9822175378190269,Claude,Claude Opus,2.1711156741957565,2026-03-04,8.17170938347206
anthropic/claude-opus-4-5-20251101,tom_12dim_freeresponse,-0.4332897026658001,0.7197970478948508,Claude,Claude Opus,1.834360027378508,2025-11-01,7.858415753001496
anthropic/claude-haiku-4-5-20251001,tom_12dim_freeresponse,-1.9344401990161042,0.5400170543561527,Claude,Claude Haiku,1.749486652977413,2025-10-01,7.521276443159292
anthropic/claude-sonnet-4-5-20250929,tom_12dim_freeresponse,0.9616852384183302,0.9822175378190268,Claude,Claude Sonnet,1.7440109514031483,2025-09-29,8.17170938347206
openai-api/local/meta-llama/llama-3.3-70b-instruct,tom_12dim_mcq,3.6154715166937366,1.298859302086098,Llama,Llama large,0.9308692676249144,2024-12-06,4.839129425233617
openai-api/local/meta-llama/llama-3.1-8b-instruct,tom_12dim_mcq,-1.1492908530581452,0.3741702091833973,Llama,Llama small,0.5585215605749486,2024-07-23,5.3956772917603795
anthropic/claude-sonnet-5,tom_12dim_mcq,3.6154715166937366,1.298859302086098,Claude,Claude Sonnet,2.4777549623545516,2026-06-24,4.839129425233617
anthropic/claude-fable-5,tom_12dim_mcq,3.6154715166937366,1.298859302086098,Claude,Claude Fable,2.4777549623545516,2026-06-24,4.839129425233617
anthropic/claude-opus-4-8,tom_12dim_mcq,3.6154715166937366,1.298859302086098,Claude,Claude Opus,2.521560574948665,2026-07-10,4.839129425233617
anthropic/claude-opus-4-7,tom_12dim_mcq,3.6154715166937366,1.298859302086098,Claude,Claude Opus,2.3874058863791925,2026-05-22,4.839129425233617
anthropic/claude-sonnet-4-6,tom_12dim_mcq,-5.805473285222863,0.1888077494513384,Claude,Claude Sonnet,2.0369609856262834,2026-01-14,5.939542483282116
anthropic/claude-opus-4-6,tom_12dim_mcq,3.6154715166937366,1.298859302086098,Claude,Claude Opus,2.1711156741957565,2026-03-04,4.839129425233617
anthropic/claude-opus-4-5-20251101,tom_12dim_mcq,1.2567825329053428,0.8067249812891077,Claude,Claude Opus,1.834360027378508,2025-11-01,5.1146359919537465
anthropic/claude-haiku-4-5-20251001,tom_12dim_mcq,3.6154715166937366,1.298859302086098,Claude,Claude Haiku,1.749486652977413,2025-10-01,4.839129425233617
anthropic/claude-sonnet-4-5-20250929,tom_12dim_mcq,3.6154715166937366,1.298859302086098,Claude,Claude Sonnet,1.7440109514031483,2025-09-29,4.839129425233617
