effect,term,estimate,std.error,statistic,p.value,conf.low,conf.high,family,model_label
fixed,(Intercept),229402254.47965991,4941210132.26379,0.8937527115770257,0.3714542155647413,1.0620403879971775e-10,49551217595022864e10,Claude,M1_date_x_tier
fixed,date_c,3.3533144029029684,11.582158347058693,0.3503095071410929,0.7261064310991308,0.0038501023251703583,2920.628215827731,Claude,M1_date_x_tier
fixed,tierClaude Haiku,7.42015756383477e-8,1.6021796806600787e-6,-0.7602946977028343,0.4470784505800606,3.097765022308207e-26,177736974482.03857,Claude,M1_date_x_tier
fixed,tierClaude Opus,2.672027077087583e-8,5.803563074189664e-7,-0.8028583305480136,0.422056622982435,8.68955121600214e-27,82164527525.20872,Claude,M1_date_x_tier
fixed,tierClaude Sonnet,4.8551815342247045e-8,1.0520519934348698e-6,-0.7771891213914461,0.43704719948666576,1.7451084214129755e-26,135079215944.58983,Claude,M1_date_x_tier
fixed,date_c:tierClaude Opus,6.200573844367978,30.08300413267121,0.376086990484039,0.7068522256561431,4.599401092731005e-4,83591.57034645864,Claude,M1_date_x_tier
fixed,(Intercept),7857.647682589816,13110.734787185871,5.375529990385685,7.635774036486958e-8,298.5628279296802,206799.44496724554,GPT,M1_date_x_tier
fixed,date_c,7.7546913821661825,24.522738659706825,0.647722061879093,0.5171647323135606,0.01576889660611826,3813.534956485811,GPT,M1_date_x_tier
fixed,tierGPT reasoning,3.6161781417860617,5.440241875022796,0.8544288138241841,0.392867436477439,0.1895340632284862,68.99416458648426,GPT,M1_date_x_tier
fixed,tierGPT reasoning mini,0.4862769765884578,1.0119457504852993,-0.3464557959090748,0.7290001992407709,0.008232417952072465,28.723675029215784,GPT,M1_date_x_tier
fixed,tierGPT standard,5.542335280778822,4.082490248854375,2.3247534510649204,0.02008514735564925,1.3082682567795314,23.479496812206268,GPT,M1_date_x_tier
fixed,(Intercept),455428.6025935906,705244.282557673,8.413789074069726,3.969742798742068e-17,21893.250422432706,9473934.114772867,Llama,M1_date_x_tier
fixed,date_c,0.49172492499381454,0.7403229250182175,-0.47147528570297687,0.6373013644527585,0.025714882813139724,9.402858399829908,Llama,M1_date_x_tier
fixed,tierLlama small,9.415678284325912e-4,0.001679375590961998,-3.9066965883016977,9.356652262898985e-5,2.8553073739933453e-5,0.031049195740329823,Llama,M1_date_x_tier
fixed,date_c:tierLlama small,0.026265231547456778,0.07602742642698507,-1.2573429955565325,0.20862946130359752,9.025897996378142e-5,7.643144078498804,Llama,M1_date_x_tier
fixed,(Intercept),2.1418701470094316e-10,1.3654792524210869e-8,-0.34923243524180814,0.7269148175076479,1.1620451430835055e-64,3947873930677868e29,Mistral,M1_date_x_tier
fixed,date_c,0.05955610761842349,0.09929323162347324,-1.6919384633663999,0.09065770728182537,0.0022687396973716015,1.5633922035068442,Mistral,M1_date_x_tier
fixed,tierMistral small,499733164.7265813,31869706810.007954,0.31407404786045984,0.7534647997539924,2.598251178383045e-46,9611589441597318e47,Mistral,M1_date_x_tier
fixed,(Intercept),41.93062061736509,32.60173527573205,4.8050658464919636,1.5470058336925386e-6,9.13499538364152,192.46610113299636,Qwen,M1_date_x_tier
fixed,date_c,0.8408554436246249,1.0427605549765986,-0.13977333045161186,0.888839085627689,0.07398273692617424,9.556795361311144,Qwen,M1_date_x_tier
fixed,tierQwen mid,0.01865413517647947,0.012955912872632742,-5.73289866339275,9.872862525789967e-9,0.004781757410573757,0.07277172999468733,Qwen,M1_date_x_tier
fixed,tierQwen small,0.4323226475415586,0.35641182070694083,-1.0171897928123188,0.30906315079346913,0.08591471049719411,2.175446678406101,Qwen,M1_date_x_tier
fixed,date_c:tierQwen small,8.318579358920717,11.326744548343015,1.555860954273236,0.11974115989221355,0.5768143622672885,119.96712820856561,Qwen,M1_date_x_tier
fixed,(Intercept),0.915216590464142,2.710546002354433,-0.029913967284875304,0.9761356665524272,0.002757831208186957,303.72468226997637,Claude,M2_date_x_dimrank
fixed,date_c,65.88114468687213,171.1658491950334,1.611889891095443,0.10698590235051182,0.4048123909313498,10721.819100613044,Claude,M2_date_x_dimrank
fixed,dim_rank,1.2105254069326485,0.30605848594567964,0.7556605027882022,0.44985277074722047,0.7375028033098859,1.986937207903372,Claude,M2_date_x_dimrank
fixed,date_c:dim_rank,0.8818677302378387,0.21134756089664236,-0.524550242358996,0.599895884300409,0.5513219944375087,1.4105925420738628,Claude,M2_date_x_dimrank
fixed,(Intercept),10944.56438670949,14120.555380762173,7.208710506635588,5.64842004553728e-13,872.9466568775085,137217.42178759226,GPT,M2_date_x_dimrank
fixed,date_c,0.2865310563535886,0.5236416861230123,-0.683936304607134,0.49401538781791465,0.007972279565336223,10.298189568273235,GPT,M2_date_x_dimrank
fixed,dim_rank,0.9840908167549224,0.15209698404253708,-0.10376244993147388,0.9173578661779712,0.726903916051637,1.3322733778649443,GPT,M2_date_x_dimrank
fixed,date_c:dim_rank,1.2413638724217089,0.28921198413469984,0.9280255733966997,0.35339430424221413,0.786297386365468,1.9597982779476992,GPT,M2_date_x_dimrank
fixed,(Intercept),578755.6982688442,1403101.2073701802,5.473089536765517,4.422565159432423e-8,4999.106880637632,67003600.09825072,Llama,M2_date_x_dimrank
fixed,date_c,15.118403571864484,58.444199698584306,0.7025550132523742,0.4823331063497151,0.007743914648191618,29515.57925746767,Llama,M2_date_x_dimrank
fixed,dim_rank,0.9335581634499805,0.24239004937706315,-0.2647963535111283,0.7911663461346091,0.5612217496439806,1.5529170868680147,Llama,M2_date_x_dimrank
fixed,date_c:dim_rank,0.8948655019951622,0.3720074918302326,-0.2672078300593419,0.7893091477612943,0.3961885886791737,2.021219917844515,Llama,M2_date_x_dimrank
fixed,(Intercept),0.29213717495946845,2.150175374553167,-0.1671882632725075,0.8672219189953079,1.5871212850317049e-7,537729.0935367572,Mistral,M2_date_x_dimrank
fixed,date_c,0.7165424872674633,5.43219343490759,-0.043966828839378684,0.9649308450376904,2.52454005190866e-7,2033769.0252577534,Mistral,M2_date_x_dimrank
fixed,dim_rank,0.9756740884413061,0.10315968316200474,-0.23291664998480643,0.8158261291580751,0.793059519177656,1.2003385670761064,Mistral,M2_date_x_dimrank
fixed,date_c:dim_rank,1.110393007699088,0.12125489060818244,0.9589197432073584,0.3375991778541845,0.8964488812990505,1.3753964752126382,Mistral,M2_date_x_dimrank
fixed,(Intercept),54.66947172265853,44.177555408094506,4.951592570548633,7.360858994045478e-7,11.21765455820828,266.43280223383283,Qwen,M2_date_x_dimrank
fixed,date_c,5.381781908998184,6.546158650138441,1.3836578883520507,0.16646323385918524,0.49609246782027333,58.38342324220328,Qwen,M2_date_x_dimrank
fixed,dim_rank,0.89486412360739,0.051119380948578784,-1.9445568018637491,0.0518283427218705,0.8000773097586686,1.0008805273594947,Qwen,M2_date_x_dimrank
fixed,date_c:dim_rank,1.0131619339000826,0.07221270610416854,0.18346043690787436,0.8544367586534799,0.8810687937037142,1.165058973419215,Qwen,M2_date_x_dimrank
fixed,(Intercept),2.1309558660830885,2.095772822842347,0.7692716649053954,0.44173205455572756,0.3100463576206898,14.646109498081392,Claude,M3_date_x_task
fixed,date_c,12.681374554367101,12.324518978242748,2.613683756983134,0.008957190212698576,1.8876336557169557,85.19516490982895,Claude,M3_date_x_task
fixed,tasktom_12dim_mcq,1.1560391473313436,1.2396996189171252,0.13521441070770393,0.892442353632195,0.1413094072694117,9.457448983666263,Claude,M3_date_x_task
fixed,date_c:tasktom_12dim_mcq,0.3319031817091503,0.3468923468371559,-1.0552553166360201,0.29130857112059494,0.042792586794781956,2.5742711595572416,Claude,M3_date_x_task
fixed,(Intercept),11.463096772245061,6.281930047057532,4.450864026640011,8.55254838430738e-6,3.915905031643861,33.55612216026944,GPT,M3_date_x_task
fixed,date_c,1.2655358326150692,0.8370739457309833,0.35603561844302267,0.7218138909524254,0.3461442275544606,4.62691796118637,GPT,M3_date_x_task
fixed,tasktom_12dim_mcq,227.40815263294775,244.89865338979413,5.039171771131339,4.6755072266526815e-7,27.550948566967648,1877.0485436546232,GPT,M3_date_x_task
fixed,date_c:tasktom_12dim_mcq,0.044955447763787314,0.14457171235188732,-0.964611560601161,0.3347394068303637,8.23024912648023e-5,24.555663535629968,GPT,M3_date_x_task
fixed,(Intercept),560.0769192916359,731.8781322539105,4.842620796665272,1.2813768731596757e-6,43.24577450009843,7253.567756602346,Llama,M3_date_x_task
fixed,date_c,1.795077785789954,1.8657696377193005,0.5628815507039759,0.5735155439151465,0.2340780073603918,13.765941932662782,Llama,M3_date_x_task
fixed,tasktom_12dim_mcq,14.866665581277825,18.777272717622807,2.1369949335973497,0.03259840369939103,1.250568334576884,176.73384124213374,Llama,M3_date_x_task
fixed,date_c:tasktom_12dim_mcq,6.165580748765372,10.390062815830653,1.0794046825500994,0.2804073644280769,0.22675305774222182,167.6466299861844,Llama,M3_date_x_task
fixed,(Intercept),4.612846882606784,2.5496608707920774,2.7659870174769137,0.005675079406596255,1.561291655240156,13.628687690066537,Mistral,M3_date_x_task
fixed,date_c,5.320747925854778,3.019718731185253,2.9453856077767466,0.0032255239456819894,1.7493822981578777,16.18305988365098,Mistral,M3_date_x_task
fixed,tasktom_12dim_mcq,0.006222385470721821,0.0045099010192750245,-7.008411295162773,2.4103936282585507e-12,0.0015032026060232228,0.025757060818754226,Mistral,M3_date_x_task
fixed,date_c:tasktom_12dim_mcq,0.007403995539896236,0.0054246560485767875,-6.695732105022011,2.145945390243691e-11,0.0017612446609418817,0.031125232723480382,Mistral,M3_date_x_task
fixed,(Intercept),8.434584934325331,2.256388646498972,7.970881765032096,1.5754618558728143e-15,4.9929068006314505,14.248658317705937,Qwen,M3_date_x_task
fixed,date_c,1.4195289155767699,0.48921210132481985,1.0165254724491015,0.30937922386734895,0.7224282907388256,2.78929046382965,Qwen,M3_date_x_task
fixed,tasktom_12dim_mcq,5.462128662896981,2.138048907061199,4.337511988379262,1.441046766451735e-5,2.536149655148164,11.763836360949204,Qwen,M3_date_x_task
fixed,date_c:tasktom_12dim_mcq,19.81578094537662,10.186117247154607,5.809810062722632,6.25437587573956e-9,7.235340663705345,54.27044733980232,Qwen,M3_date_x_task
fixed,(Intercept),2.620528597615005,5.5342599568544335,0.45616839737003745,0.6482688888618447,0.041758754265313475,164.44863482487108,ALL,M4_date_x_family
fixed,date_c,36.807352849777544,66.32785978200768,2.0009116140178085,0.04540191574896313,1.0765793560966481,1258.412783169144,ALL,M4_date_x_family
fixed,familyGemma,20.408085205652633,79.38808232451314,0.7752974779417862,0.43816389932117705,0.009967860296565054,41783.28441307517,ALL,M4_date_x_family
fixed,familyGPT,8.090266941034551,18.09609813989789,0.9346772615640702,0.34995464862976583,0.10092934033804546,648.4974434388945,ALL,M4_date_x_family
fixed,familyLlama,15.263748098388907,40.69644625204045,1.0222280649416355,0.30667297066309845,0.08206806465812878,2838.8875378212574,ALL,M4_date_x_family
fixed,familyMistral,0.0694993591353682,0.2609378043983872,-0.7101911317710095,0.4775856194797261,4.427050441687788e-5,109.10562199027973,ALL,M4_date_x_family
fixed,familyQwen,10.376391389816357,23.851143196100423,1.0178091511386824,0.3087686622664605,0.1146771636108462,938.8922335054301,ALL,M4_date_x_family
fixed,date_c:familyGPT,0.02680912399748648,0.08019725973799834,-1.2097990458658365,0.22635601244558126,7.620512145814207e-5,9.431506908723826,ALL,M4_date_x_family
fixed,date_c:familyLlama,0.06412875536353091,0.22921269549940237,-0.7685127011963201,0.442182647786455,5.816197822715716e-5,70.70765798944882,ALL,M4_date_x_family
fixed,date_c:familyMistral,0.014553608073135431,0.0521402263804411,-1.1806727520616518,0.23773274996070054,1.2984598695200147e-5,16.31221055947836,ALL,M4_date_x_family
fixed,date_c:familyQwen,0.15142861481702838,0.3440748261257309,-0.8307578273477463,0.40611045120199796,0.0017624424956186582,13.010708401782361,ALL,M4_date_x_family
