family,dim_rank,tom_dimension,validated_age_band,slope_logodds,slope_or,se,lo,hi
Claude,0,Diverse Desires,2-3 yrs,4.18785228049049,65.88114468687213,2.598100716199925,0.4047745136825415,10722.822407382671
Claude,1,Diverse Beliefs,3-4 yrs,4.062139080552425,58.09845553048257,2.487636513641227,0.4432468298179418,7615.2389773749255
Claude,2,Knowledge Access / Ignorance,3-4 yrs,3.9364258806143613,51.23515310899069,2.3961252917038647,0.4676759248852627,5612.948570627686
Claude,3,Emotion Recognition,6-8 yrs,3.8107126806762968,45.182628180613754,2.325805301426609,0.4733757965205323,4312.577669397265
Claude,4,First-Order False Belief,4-5 yrs,3.6849994807382322,39.84510175981805,2.278639305332164,0.45788667603936856,3467.30363063404
Claude,5,Intention vs. Accident,7-8 yrs,3.559286280800168,35.13810945002647,2.2560799552596786,0.42205044612548964,2925.4482421632747
Claude,6,Hidden Emotion (Appearance vs. Reality),4-6 yrs,3.4335730808621037,30.987164825543587,2.258864613540111,0.3701668009036537,2593.97758410897
Claude,7,Second-Order False Belief,6-7 yrs,3.307859880924039,27.326580711207914,2.2869007011985145,0.3089840895853647,2416.7652592346635
Claude,8,White Lies / Prosocial Deception,5-7 yrs,3.1821466809859746,24.098429706954022,2.3392804853287976,0.24589686713138145,2361.6987118047373
Claude,9,Sarcasm,6-8 yrs,3.0564334810479106,21.251627507967655,2.4144201080171106,0.1871527911695642,2413.1709119326997
Claude,10,Faux Pas Detection,9-11 yrs,2.930720281109846,18.74112451431145,2.510276603088574,0.136774477259052,2567.9480199781233
Claude,11,Irony,7-9 yrs,2.805007081171782,16.527192937540562,2.6245810498229623,0.09640745209328044,2833.2675583045398
GPT,0,Diverse Desires,2-3 yrs,-1.2499083495621797,0.2865310563535886,1.827521570565187,0.007971754854897097,10.298867407427721
GPT,1,Diverse Beliefs,3-4 yrs,-1.0336976772746072,0.3556893016841737,1.6570888430003292,0.013820644733065966,9.154050464077674
GPT,2,Knowledge Access / Ignorance,3-4 yrs,-0.8174870049870346,0.4415398489176393,1.503532642899488,0.023181262324461854,8.410130365354796
GPT,3,Emotion Recognition,3-4 yrs,-0.6012763326994622,0.548111616680897,1.3725290579384826,0.03720049221297866,8.075870142270125
GPT,4,First-Order False Belief,4-5 yrs,-0.3850656604118897,0.6804059590023216,1.2710705147471975,0.05633924770925733,8.21722489861716
GPT,5,Intention vs. Accident,4-5 yrs,-0.16885498812431732,0.8446313760859284,1.2066329698739966,0.07935247757836188,8.99029473609457
GPT,6,Hidden Emotion (Appearance vs. Reality),4-6 yrs,0.047355684163255196,1.0484948757869048,1.1852698538591142,0.10271745356577183,10.702577472361778
GPT,7,Second-Order False Belief,6-7 yrs,0.2635663564508277,1.301563659221151,1.2092662076236562,0.12165143538857709,13.925589563279612
GPT,8,White Lies / Prosocial Deception,5-7 yrs,0.4797770287384002,1.6157141042141374,1.2760656438000442,0.13248158383906677,19.704867581653158
GPT,9,Sarcasm,6-8 yrs,0.6959877010259727,2.005689117133634,1.3794639993947548,0.13428891233615414,29.956224714356065
GPT,10,Faux Pas Detection,9-11 yrs,0.912198373313545,2.489790009319086,1.5119712153075369,0.128572130062131,48.214603643180794
GPT,11,Irony,6-8 yrs,1.1284090456011175,3.0907353674852236,1.6666588187640434,0.11786183396253666,81.0495203634826
Llama,0,Diverse Desires,2-3 yrs,2.715912781305621,15.118403571864484,3.8657652853869844,0.007742836558800619,29519.68891839431
Llama,1,Diverse Beliefs,3-4 yrs,2.604830932205227,13.528937801701963,3.644470891618413,0.010691224487526445,17119.849859655074
