direction,logloss
MCQ→MCQ (in-sample),0.15641586671420157
MCQ→FRQ (transfer),1.0627671951035569
FRQ→FRQ (in-sample),0.37458906404638004
FRQ→MCQ (transfer),0.2903384466400848
