type,label,value,task
item,SAR_04,-2.6916164015957436,tom_12dim_mcq
item,SAR_05,-4.5012121107798615,tom_12dim_mcq
item,SAR_06,-1.6460897477914644,tom_12dim_mcq
item,SAR_07,-0.8895997190851462,tom_12dim_mcq
item,SAR_08,-2.691616401595744,tom_12dim_mcq
item,SAR_09,-2.691616401595743,tom_12dim_mcq
item,SAR_10,-1.6460897477914649,tom_12dim_mcq
item,SOFB_01,-1.6460897477914644,tom_12dim_mcq
item,SOFB_04,-1.6460897477914644,tom_12dim_mcq
item,SOFB_05,-4.5012121107798615,tom_12dim_mcq
item,SOFB_06,-4.5012121107798615,tom_12dim_mcq
item,SOFB_07,-2.6916164015957436,tom_12dim_mcq
item,SOFB_08,-1.6460897477914644,tom_12dim_mcq
item,SOFB_10,-4.5012121107798615,tom_12dim_mcq
item,SOFB_11,-4.5012121107798615,tom_12dim_mcq
item,SOFB_13,-2.6916164015957436,tom_12dim_mcq
item,SOFB_14,-4.5012121107798615,tom_12dim_mcq
item,WL_02,-4.5012121107798615,tom_12dim_mcq
item,WL_06,-4.5012121107798615,tom_12dim_mcq
item,WL_08,-2.691616401595743,tom_12dim_mcq
item,WL_10,-4.5012121107798615,tom_12dim_mcq
person,openrouter/qwen/qwen3.6-27b,2.704547274844196,tom_12dim_mcq
person,openrouter/qwen/qwen3.5-9b,0.6926181649457528,tom_12dim_mcq
person,openrouter/qwen/qwen3.5-27b,1.4087581624758243,tom_12dim_mcq
person,openrouter/qwen/qwen3.5-397b-a17b,0.6926181649457539,tom_12dim_mcq
person,openrouter/qwen/qwen3-32b,0.6926181649457485,tom_12dim_mcq
person,openrouter/meta-llama/llama-4-maverick,0.2267354720837233,tom_12dim_mcq
person,openrouter/meta-llama/llama-4-scout,0.6926181649457489,tom_12dim_mcq
person,openrouter/meta-llama/llama-3.3-70b-instruct,2.704547274844196,tom_12dim_mcq
person,openrouter/meta-llama/llama-3.2-3b-instruct,-5.6337800786619,tom_12dim_mcq
person,openrouter/qwen/qwen-2.5-72b-instruct,2.704547274844196,tom_12dim_mcq
person,openrouter/qwen/qwen-2.5-7b-instruct,-1.5943994727317792,tom_12dim_mcq
person,openrouter/meta-llama/llama-3.1-70b-instruct,0.6926181649457531,tom_12dim_mcq
person,openrouter/meta-llama/llama-3.1-8b-instruct,-2.6126895081474344,tom_12dim_mcq
item,DBEL_FR_01,-3.6382509657494944,tom_12dim_freeresponse
item,DBEL_FR_02,-3.6382509657494944,tom_12dim_freeresponse
item,DBEL_FR_03,-3.6382509657494944,tom_12dim_freeresponse
item,DBEL_FR_04,-3.6382509657494944,tom_12dim_freeresponse
item,DBEL_FR_05,-0.5145829207984371,tom_12dim_freeresponse
item,DD_FR_02,-1.5727523294906265,tom_12dim_freeresponse
item,DD_FR_04,-3.638250965749495,tom_12dim_freeresponse
item,DD_FR_05,-3.6382509657494944,tom_12dim_freeresponse
item,ER_FR_04,-0.514582920798437,tom_12dim_freeresponse
item,FOFB_FR_01,-3.6382509657494944,tom_12dim_freeresponse
item,FOFB_FR_02,-3.6382509657494944,tom_12dim_freeresponse
item,FOFB_FR_03,-2.3465207400572243,tom_12dim_freeresponse
item,FOFB_FR_04,-2.346520740057225,tom_12dim_freeresponse
item,FOFB_FR_05,-1.572752329490626,tom_12dim_freeresponse
item,FP_FR_02,1.7131816082394402,tom_12dim_freeresponse
item,FP_FR_03,-1.5727523294906265,tom_12dim_freeresponse
item,FP_FR_04,-2.3465207400572243,tom_12dim_freeresponse
item,FP_FR_05,0.7666719070106152,tom_12dim_freeresponse
item,HE_FR_01,-3.6382509657494944,tom_12dim_freeresponse
item,HE_FR_05,-2.3465207400572243,tom_12dim_freeresponse
item,IA_FR_01,-3.6382509657494944,tom_12dim_freeresponse
item,IA_FR_02,-1.5727523294906263,tom_12dim_freeresponse
item,IA_FR_03,-0.5145829207984374,tom_12dim_freeresponse
item,IA_FR_04,-3.638250965749494,tom_12dim_freeresponse
item,IRO_FR_04,-3.638250965749495,tom_12dim_freeresponse
item,KA_FR_03,1.71318160823944,tom_12dim_freeresponse
item,KA_FR_04,-3.6382509657494944,tom_12dim_freeresponse
item,KA_FR_05,-1.5727523294906258,tom_12dim_freeresponse
item,SAR_FR_01,-2.3465207400572243,tom_12dim_freeresponse
item,SAR_FR_02,-3.6382509657494944,tom_12dim_freeresponse
item,SAR_FR_04,-2.3465207400572243,tom_12dim_freeresponse
item,SOFB_FR_01,-3.6382509657494944,tom_12dim_freeresponse
item,SOFB_FR_02,-3.638250965749495,tom_12dim_freeresponse
item,SOFB_FR_03,-1.5727523294906265,tom_12dim_freeresponse
item,SOFB_FR_04,-0.5145829207984376,tom_12dim_freeresponse
item,SOFB_FR_05,-1.5727523294906265,tom_12dim_freeresponse
item,WL_FR_01,-1.5727523294906258,tom_12dim_freeresponse
item,WL_FR_02,-2.3465207400572243,tom_12dim_freeresponse
item,WL_FR_04,-2.3465207400572243,tom_12dim_freeresponse
person,openrouter/qwen/qwen3.6-27b,1.1323571057267499,tom_12dim_freeresponse
person,openrouter/qwen/qwen3.5-9b,-0.10959515298431766,tom_12dim_freeresponse
person,openrouter/qwen/qwen3.5-27b,2.141945565715397,tom_12dim_freeresponse
person,openrouter/qwen/qwen3.5-397b-a17b,1.1323571057267496,tom_12dim_freeresponse
person,openrouter/qwen/qwen3-32b,1.1323571057267499,tom_12dim_freeresponse
person,openrouter/meta-llama/llama-4-maverick,0.7561815109577952,tom_12dim_freeresponse
person,openrouter/meta-llama/llama-4-scout,-0.10959515298431732,tom_12dim_freeresponse
person,openrouter/meta-llama/llama-3.3-70b-instruct,0.7561815109577947,tom_12dim_freeresponse
person,openrouter/meta-llama/llama-3.2-3b-instruct,-4.2295327370962665,tom_12dim_freeresponse
person,openrouter/qwen/qwen-2.5-72b-instruct,0.14619779580530773,tom_12dim_freeresponse
person,openrouter/qwen/qwen-2.5-7b-instruct,-1.2833347382846039,tom_12dim_freeresponse
person,openrouter/meta-llama/llama-3.1-70b-instruct,-0.3419022066579971,tom_12dim_freeresponse
person,openrouter/meta-llama/llama-3.1-8b-instruct,-1.1157999169766257,tom_12dim_freeresponse
