model,task,theta,theta_se,family,tier,date_years,release_date,age_anchored_theta
openai-api/local/qwen/qwen2-7b-instruct,tom_12dim_freeresponse,-0.09572104733518456,0.38798743520670276,Qwen,Qwen small,0.42984257357973993,2024-06-06,7.058614634141369
openai-api/local/qwen/qwen-1.5-72b-chat,tom_12dim_freeresponse,0.7975536978621028,0.4676762580452981,Qwen,Qwen large,0.09308692676249145,2024-02-04,7.32050387142971
openai-api/local/qwen/qwen1.5-14b-chat,tom_12dim_freeresponse,0.059009364957050066,0.3989919639514333,Qwen,Qwen mid,0.09308692676249145,2024-02-04,7.1039783141047765
openai-api/local/qwen/qwen1.5-7b-chat,tom_12dim_freeresponse,-0.5173256030619598,0.3634600731439549,Qwen,Qwen small,0.09308692676249145,2024-02-04,6.935009107252562
openai-api/local/meta-llama/llama-3.1-8b-instruct,tom_12dim_freeresponse,-0.5173256030619596,0.36346007314395506,Llama,Llama small,0.5585215605749486,2024-07-23,6.935009107252562
openai-api/local/meta-llama/llama-3-70b-instruct,tom_12dim_freeresponse,1.2903341199720788,0.5290997740836902,Llama,Llama large,0.29568788501026694,2024-04-18,7.464976654961171
openai-api/local/meta-llama/llama-3-8b-instruct,tom_12dim_freeresponse,0.0590093649570498,0.3989919639514332,Llama,Llama small,0.29568788501026694,2024-04-18,7.1039783141047765
anthropic/claude-sonnet-5,tom_12dim_freeresponse,3.0112656784634417,0.8405626879302396,Claude,Claude Sonnet,2.4777549623545516,2026-06-24,7.969517341577357
anthropic/claude-fable-5,tom_12dim_freeresponse,3.8299318827640167,0.9523629015710197,Claude,Claude Fable,2.4777549623545516,2026-06-24,8.20953293475375
anthropic/claude-opus-4-8,tom_12dim_freeresponse,3.011265678463443,0.8405626879302394,Claude,Claude Opus,2.521560574948665,2026-07-10,7.969517341577357
anthropic/claude-opus-4-7,tom_12dim_freeresponse,3.0112656784634417,0.8405626879302396,Claude,Claude Opus,2.3874058863791925,2026-05-22,7.969517341577357
anthropic/claude-sonnet-4-6,tom_12dim_freeresponse,3.011265678463443,0.8405626879302394,Claude,Claude Sonnet,2.0369609856262834,2026-01-14,7.969517341577357
anthropic/claude-opus-4-6,tom_12dim_freeresponse,3.011265678463443,0.8405626879302396,Claude,Claude Opus,2.1711156741957565,2026-03-04,7.969517341577357
anthropic/claude-opus-4-5-20251101,tom_12dim_freeresponse,1.955208009537652,0.6327696267616713,Claude,Claude Opus,1.834360027378508,2025-11-01,7.659903598510664
anthropic/claude-haiku-4-5-20251001,tom_12dim_freeresponse,0.7975536978621015,0.46767625804529767,Claude,Claude Haiku,1.749486652977413,2025-10-01,7.320503871429709
anthropic/claude-sonnet-4-5-20250929,tom_12dim_freeresponse,3.011265678463443,0.8405626879302394,Claude,Claude Sonnet,1.7440109514031483,2025-09-29,7.969517341577357
