model,task,theta,theta_se,family,tier,date_years,release_date,age_anchored_theta
openai/o4-mini,tom_12dim_mcq,4.113221775350731,1.069227233312975,GPT,GPT reasoning mini,1.2895277207392195,2025-04-16,7.3961957540852294
openai/o3-mini,tom_12dim_mcq,2.303748523604177,0.7468876246960034,GPT,GPT reasoning mini,1.0841889117043122,2025-01-31,7.055575106263308
openai/o1,tom_12dim_mcq,4.113221775350731,1.069227233312975,GPT,GPT reasoning,0.9609856262833676,2024-12-17,7.3961957540852294
openai/gpt-4o-2024-08-06,tom_12dim_mcq,4.113221775350731,1.069227233312975,GPT,GPT standard,0.5968514715947981,2024-08-06,7.3961957540852294
openai/gpt-4o-mini,tom_12dim_mcq,4.113221775350731,1.069227233312975,GPT,GPT mini,0.5448323066392882,2024-07-18,7.3961957540852294
openai-api/local/meta-llama/llama-3.3-70b-instruct,tom_12dim_mcq,4.113221775350731,1.069227233312975,Llama,Llama large,0.9308692676249144,2024-12-06,7.3961957540852294
openai-api/local/google/gemma-7b-it,tom_12dim_mcq,-0.9778722093825971,0.2367846537519973,Gemma,Gemma large,0.13963039014373715,2024-02-21,6.437833020881893
openai-api/local/mistralai/mixtral-8x7b-instruct,tom_12dim_mcq,-5.907477823830282,0.12211885601104867,Mistral,Mistral MoE,-0.05749486652977412,2023-12-11,5.509869340689873
openai-api/local/mistralai/mistral-7b-instruct-v0.3,tom_12dim_mcq,-5.230589992293887,0.311679886729928,Mistral,Mistral small,0.3887748117727584,2024-05-22,5.637288727220266
openai-api/local/mistralai/mistral-7b-instruct-v0.2,tom_12dim_mcq,-0.7422889067421766,0.2491145874249118,Mistral,Mistral small,0.03832991101984941,2024-01-15,6.4821799252000165
openai-api/local/mistralai/mistral-7b-instruct,tom_12dim_mcq,-1.581726845728205,0.21449993241624596,Mistral,Mistral small,-0.26283367556468173,2023-09-27,6.324161621084311
openai-api/local/qwen/qwen3-8b,tom_12dim_mcq,3.0256986885509543,0.9595561889443067,Qwen,Qwen small,1.325119780971937,2025-04-29,7.191477160986667
openai-api/local/qwen/qwen2.5-72b-instruct,tom_12dim_mcq,4.113221775350731,1.069227233312975,Qwen,Qwen large,0.7173169062286106,2024-09-19,7.3961957540852294
openai-api/local/qwen/qwen2.5-7b-instruct,tom_12dim_mcq,-1.1407966905355502,0.22951865097975777,Qwen,Qwen small,0.7173169062286106,2024-09-19,6.407163630072826
openai-api/local/qwen/qwen2-72b-instruct,tom_12dim_mcq,3.025698688550952,0.959556188944304,Qwen,Qwen large,0.42984257357973993,2024-06-06,7.191477160986667
openai-api/local/qwen/qwen2-7b-instruct,tom_12dim_mcq,0.8637945074485932,0.4122499806240852,Qwen,Qwen small,0.42984257357973993,2024-06-06,6.784513862697938
openai-api/local/qwen/qwen-1.5-72b-chat,tom_12dim_mcq,2.303748523604173,0.7468876246960034,Qwen,Qwen large,0.09308692676249145,2024-02-04,7.055575106263307
openai-api/local/qwen/qwen1.5-14b-chat,tom_12dim_mcq,-3.452677947381292,0.21469363162363178,Qwen,Qwen mid,0.09308692676249145,2024-02-04,5.971968199229035
openai-api/local/qwen/qwen1.5-7b-chat,tom_12dim_mcq,-1.7619006505179249,0.21015611477667914,Qwen,Qwen small,0.09308692676249145,2024-02-04,6.290245166089037
openai-api/local/meta-llama/llama-3.1-8b-instruct,tom_12dim_mcq,0.3131541272082404,0.3374906173732682,Llama,Llama small,0.5585215605749486,2024-07-23,6.680859673362263
openai-api/local/meta-llama/llama-3-70b-instruct,tom_12dim_mcq,4.113221775350731,1.069227233312975,Llama,Llama large,0.29568788501026694,2024-04-18,7.3961957540852294
openai-api/local/meta-llama/llama-3-8b-instruct,tom_12dim_mcq,0.5611724986807248,0.368229287488395,Llama,Llama small,0.29568788501026694,2024-04-18,6.727547392167254
anthropic/claude-sonnet-5,tom_12dim_mcq,4.113221775350731,1.069227233312975,Claude,Claude Sonnet,2.4777549623545516,2026-06-24,7.3961957540852294
anthropic/claude-fable-5,tom_12dim_mcq,4.113221775350731,1.069227233312975,Claude,Claude Fable,2.4777549623545516,2026-06-24,7.3961957540852294
anthropic/claude-opus-4-8,tom_12dim_mcq,4.113221775350731,1.069227233312975,Claude,Claude Opus,2.521560574948665,2026-07-10,7.3961957540852294
anthropic/claude-opus-4-7,tom_12dim_mcq,4.113221775350731,1.069227233312975,Claude,Claude Opus,2.3874058863791925,2026-05-22,7.3961957540852294
anthropic/claude-sonnet-4-6,tom_12dim_mcq,-3.316653501917193,0.21128556455371664,Claude,Claude Sonnet,2.0369609856262834,2026-01-14,5.997573846999113
anthropic/claude-opus-4-6,tom_12dim_mcq,4.113221775350731,1.069227233312975,Claude,Claude Opus,2.1711156741957565,2026-03-04,7.3961957540852294
anthropic/claude-opus-4-5-20251101,tom_12dim_mcq,2.3037485236041775,0.7468876246960049,Claude,Claude Opus,1.834360027378508,2025-11-01,7.055575106263308
anthropic/claude-haiku-4-5-20251001,tom_12dim_mcq,4.113221775350731,1.069227233312975,Claude,Claude Haiku,1.749486652977413,2025-10-01,7.3961957540852294
anthropic/claude-sonnet-4-5-20250929,tom_12dim_mcq,4.113221775350731,1.069227233312975,Claude,Claude Sonnet,1.7440109514031483,2025-09-29,7.3961957540852294
openai/o4-mini,tom_12dim_freeresponse,-0.5173256030619592,0.3634600731439552,GPT,GPT reasoning mini,1.2895277207392195,2025-04-16,6.935009107252563
openai/o3-mini,tom_12dim_freeresponse,-0.5173256030619601,0.36346007314395523,GPT,GPT reasoning mini,1.0841889117043122,2025-01-31,6.935009107252562
openai/o1,tom_12dim_freeresponse,0.2232744534396838,0.4119208499889829,GPT,GPT reasoning,0.9609856262833676,2024-12-17,7.152137359199371
openai/gpt-4o-2024-08-06,tom_12dim_freeresponse,0.05900936495704995,0.3989919639514334,GPT,GPT standard,0.5968514715947981,2024-08-06,7.1039783141047765
openai/gpt-4o-mini,tom_12dim_freeresponse,-1.0148974965336284,0.3437448552864862,GPT,GPT mini,0.5448323066392882,2024-07-18,6.789131565792873
openai-api/local/meta-llama/llama-3.3-70b-instruct,tom_12dim_freeresponse,1.0287871362145589,0.494908667175523,Llama,Llama large,0.9308692676249144,2024-12-06,7.388296618433109
openai-api/local/google/gemma-7b-it,tom_12dim_freeresponse,-2.1238680980014504,0.32821023119528375,Gemma,Gemma large,0.13963039014373715,2024-02-21,6.464004871508623
openai-api/local/mistralai/mixtral-8x7b-instruct,tom_12dim_freeresponse,-5.826269259648718,0.18987540235033776,Mistral,Mistral MoE,-0.05749486652977412,2023-12-11,5.378539261322676
openai-api/local/mistralai/mistral-7b-instruct-v0.3,tom_12dim_freeresponse,-1.1318805731365162,0.34039518848151157,Mistral,Mistral small,0.3887748117727584,2024-05-22,6.754834605230748
openai-api/local/mistralai/mistral-7b-instruct-v0.2,tom_12dim_freeresponse,-0.6471892164454511,0.3574092638169246,Mistral,Mistral small,0.03832991101984941,2024-01-15,6.896935846093703
openai-api/local/mistralai/mistral-7b-instruct,tom_12dim_freeresponse,-1.9082683439737052,0.32863458892288133,Mistral,Mistral small,-0.26283367556468173,2023-09-27,6.527214153362225
openai-api/local/qwen/qwen3-8b,tom_12dim_freeresponse,0.7975536978621018,0.46767625804529767,Qwen,Qwen small,1.325119780971937,2025-04-29,7.320503871429709
openai-api/local/qwen/qwen2.5-72b-instruct,tom_12dim_freeresponse,0.22327445343968375,0.4119208499889831,Qwen,Qwen large,0.7173169062286106,2024-09-19,7.152137359199371
openai-api/local/qwen/qwen2.5-7b-instruct,tom_12dim_freeresponse,-0.09572104733518472,0.3879874352067028,Qwen,Qwen small,0.7173169062286106,2024-09-19,7.058614634141369
openai-api/local/qwen/qwen2-72b-instruct,tom_12dim_freeresponse,1.2903341199720784,0.5290997740836904,Qwen,Qwen large,0.42984257357973993,2024-06-06,7.46497665496117
