item_id,task,a,b,g,tom_dimension,validated_age_band,age_mid,dim_rank
FOFB_03,tom_12dim_mcq,1,-1.733063013106902,0,First-Order False Belief,4-5 yrs,4.5,4
FOFB_04,tom_12dim_mcq,1,-2.3036645101191477,0,First-Order False Belief,4-5 yrs,4.5,4
FOFB_05,tom_12dim_mcq,1,-0.744713627298616,0,First-Order False Belief,4-5 yrs,4.5,4
FOFB_06,tom_12dim_mcq,1,-1.733063013106902,0,First-Order False Belief,4-5 yrs,4.5,4
FOFB_07,tom_12dim_mcq,1,-0.7447136272986162,0,First-Order False Belief,5-6 yrs,5.5,4
FOFB_08,tom_12dim_mcq,1,0.5438367597482353,0,First-Order False Belief,4-5 yrs,4.5,4
FOFB_09,tom_12dim_mcq,1,-0.29420688907072934,0,First-Order False Belief,4-5 yrs,4.5,4
FOFB_10,tom_12dim_mcq,1,-3.7499206952962325,0,First-Order False Belief,5-6 yrs,5.5,4
FOFB_11,tom_12dim_mcq,1,-2.3036645101191477,0,First-Order False Belief,4-5 yrs,4.5,4
FOFB_12,tom_12dim_mcq,1,-2.962595870955988,0,First-Order False Belief,5-6 yrs,5.5,4
FP_01,tom_12dim_mcq,1,-1.7330630131069018,0,Faux Pas Detection,9-11 yrs,10,10
FP_02,tom_12dim_mcq,1,-2.3036645101191473,0,Faux Pas Detection,9-11 yrs,10,10
FP_03,tom_12dim_mcq,1,-1.7330630131069018,0,Faux Pas Detection,9-11 yrs,10,10
FP_04,tom_12dim_mcq,1,-4.723180390680984,0,Faux Pas Detection,9-11 yrs,10,10
FP_05,tom_12dim_mcq,1,-1.7330630131069018,0,Faux Pas Detection,9-11 yrs,10,10
FP_06,tom_12dim_mcq,1,-2.303664510119147,0,Faux Pas Detection,9-11 yrs,10,10
FP_07,tom_12dim_mcq,1,-2.962595870955988,0,Faux Pas Detection,10-12 yrs,11,10
FP_08,tom_12dim_mcq,1,-0.7447136272986163,0,Faux Pas Detection,9-11 yrs,10,10
FP_09,tom_12dim_mcq,1,-1.7330630131069023,0,Faux Pas Detection,9-11 yrs,10,10
FP_10,tom_12dim_mcq,1,-2.9625958709559876,0,Faux Pas Detection,10-12 yrs,11,10
HE_01,tom_12dim_mcq,1,-2.3036645101191473,0,Hidden Emotion (Appearance vs. Reality),4-6 yrs,5,6
HE_02,tom_12dim_mcq,1,-2.3036645101191473,0,Hidden Emotion (Appearance vs. Reality),6-8 yrs,7,6
HE_03,tom_12dim_mcq,1,-0.7447136272986161,0,Hidden Emotion (Appearance vs. Reality),4-6 yrs,5,6
HE_04,tom_12dim_mcq,1,-2.3036645101191473,0,Hidden Emotion (Appearance vs. Reality),6-8 yrs,7,6
HE_05,tom_12dim_mcq,1,-1.220430069902826,0,Hidden Emotion (Appearance vs. Reality),6-8 yrs,7,6
HE_06,tom_12dim_mcq,1,-2.962595870955988,0,Hidden Emotion (Appearance vs. Reality),6-8 yrs,7,6
HE_07,tom_12dim_mcq,1,-4.723180390680984,0,Hidden Emotion (Appearance vs. Reality),6-8 yrs,7,6
HE_08,tom_12dim_mcq,1,-2.962595870955988,0,Hidden Emotion (Appearance vs. Reality),7-9 yrs,8,6
HE_09,tom_12dim_mcq,1,-2.962595870955988,0,Hidden Emotion (Appearance vs. Reality),8-10 yrs,9,6
HE_10,tom_12dim_mcq,1,-0.7447136272986159,0,Hidden Emotion (Appearance vs. Reality),6-8 yrs,7,6
IA_01,tom_12dim_mcq,1,-0.7447136272986152,0,Intention vs. Accident,4-5 yrs,4.5,5
IA_02,tom_12dim_mcq,1,-2.3036645101191473,0,Intention vs. Accident,4-5 yrs,4.5,5
IA_03,tom_12dim_mcq,1,-1.7330630131069023,0,Intention vs. Accident,4-5 yrs,4.5,5
IA_04,tom_12dim_mcq,1,-1.7330630131069016,0,Intention vs. Accident,4-5 yrs,4.5,5
IA_05,tom_12dim_mcq,1,-2.3036645101191473,0,Intention vs. Accident,5-6 yrs,5.5,5
IA_06,tom_12dim_mcq,1,-2.3036645101191477,0,Intention vs. Accident,7-8 yrs,7.5,5
IA_07,tom_12dim_mcq,1,-2.962595870955988,0,Intention vs. Accident,5-6 yrs,5.5,5
IA_08,tom_12dim_mcq,1,-2.962595870955988,0,Intention vs. Accident,5-6 yrs,5.5,5
IA_09,tom_12dim_mcq,1,-2.962595870955988,0,Intention vs. Accident,4-5 yrs,4.5,5
IA_10,tom_12dim_mcq,1,-2.3036645101191473,0,Intention vs. Accident,6-7 yrs,6.5,5
IRO_01,tom_12dim_mcq,1,-2.962595870955988,0,Irony,6-8 yrs,7,11
IRO_02,tom_12dim_mcq,1,-4.723180390680985,0,Irony,7-9 yrs,8,11
IRO_03,tom_12dim_mcq,1,-3.7499206952962325,0,Irony,7-9 yrs,8,11
IRO_04,tom_12dim_mcq,1,-2.962595870955988,0,Irony,6-8 yrs,7,11
IRO_05,tom_12dim_mcq,1,-0.744713627298615,0,Irony,7-9 yrs,8,11
IRO_06,tom_12dim_mcq,1,-3.749920695296232,0,Irony,8-10 yrs,9,11
IRO_07,tom_12dim_mcq,1,-2.3036645101191473,0,Irony,7-9 yrs,8,11
IRO_08,tom_12dim_mcq,1,-4.723180390680985,0,Irony,8-10 yrs,9,11
IRO_09,tom_12dim_mcq,1,-2.962595870955988,0,Irony,8-10 yrs,9,11
IRO_10,tom_12dim_mcq,1,-1.2204300699028265,0,Irony,7-9 yrs,8,11
KA_01,tom_12dim_mcq,1,-1.7330630131069018,0,Knowledge Access / Ignorance,3-4 yrs,3.5,2
KA_02,tom_12dim_mcq,1,-1.7330630131069016,0,Knowledge Access / Ignorance,3-4 yrs,3.5,2
KA_03,tom_12dim_mcq,1,-2.3036645101191473,0,Knowledge Access / Ignorance,4-5 yrs,4.5,2
KA_04,tom_12dim_mcq,1,-0.7447136272986155,0,Knowledge Access / Ignorance,3-4 yrs,3.5,2
KA_05,tom_12dim_mcq,1,-2.3036645101191473,0,Knowledge Access / Ignorance,4-5 yrs,4.5,2
KA_06,tom_12dim_mcq,1,-2.3036645101191473,0,Knowledge Access / Ignorance,4-5 yrs,4.5,2
KA_07,tom_12dim_mcq,1,-2.3036645101191473,0,Knowledge Access / Ignorance,4-5 yrs,4.5,2
KA_08,tom_12dim_mcq,1,-3.7499206952962325,0,Knowledge Access / Ignorance,4-5 yrs,4.5,2
KA_09,tom_12dim_mcq,1,-0.294206889070729,0,Knowledge Access / Ignorance,4-5 yrs,4.5,2
KA_10,tom_12dim_mcq,1,-0.7447136272986159,0,Knowledge Access / Ignorance,4-5 yrs,4.5,2
SAR_01,tom_12dim_mcq,1,-1.2204300699028272,0,Sarcasm,6-8 yrs,7,9
SAR_02,tom_12dim_mcq,1,-2.962595870955988,0,Sarcasm,6-8 yrs,7,9
SAR_03,tom_12dim_mcq,1,-1.7330630131069016,0,Sarcasm,6-8 yrs,7,9
SAR_04,tom_12dim_mcq,1,-1.2204300699028272,0,Sarcasm,7-9 yrs,8,9
SAR_05,tom_12dim_mcq,1,-1.7330630131069018,0,Sarcasm,6-8 yrs,7,9
SAR_06,tom_12dim_mcq,1,-2.9625958709559885,0,Sarcasm,8-10 yrs,9,9
SAR_07,tom_12dim_mcq,1,-1.2204300699028265,0,Sarcasm,7-9 yrs,8,9
SAR_08,tom_12dim_mcq,1,-2.3036645101191473,0,Sarcasm,8-10 yrs,9,9
SAR_09,tom_12dim_mcq,1,-0.7447136272986157,0,Sarcasm,8-10 yrs,9,9
SAR_10,tom_12dim_mcq,1,-1.2204300699028268,0,Sarcasm,9-11 yrs,10,9
SOFB_01,tom_12dim_mcq,1,-1.7330630131069027,0,Second-Order False Belief,6-7 yrs,6.5,7
SOFB_02,tom_12dim_mcq,1,-2.3036645101191473,0,Second-Order False Belief,6-7 yrs,6.5,7
SOFB_03,tom_12dim_mcq,1,-3.749920695296232,0,Second-Order False Belief,6-8 yrs,7,7
SOFB_04,tom_12dim_mcq,1,-2.9625958709559885,0,Second-Order False Belief,6-7 yrs,6.5,7
SOFB_05,tom_12dim_mcq,1,-1.7330630131069025,0,Second-Order False Belief,6-8 yrs,7,7
SOFB_06,tom_12dim_mcq,1,-2.3036645101191477,0,Second-Order False Belief,6-8 yrs,7,7
SOFB_07,tom_12dim_mcq,1,-2.9625958709559885,0,Second-Order False Belief,6-8 yrs,7,7
SOFB_08,tom_12dim_mcq,1,-2.3036645101191477,0,Second-Order False Belief,7-8 yrs,7.5,7
SOFB_09,tom_12dim_mcq,1,-1.7330630131069027,0,Second-Order False Belief,6-7 yrs,6.5,7
SOFB_10,tom_12dim_mcq,1,-2.3036645101191477,0,Second-Order False Belief,7-9 yrs,8,7
WL_01,tom_12dim_mcq,1,-2.962595870955988,0,White Lies / Prosocial Deception,5-7 yrs,6,8
WL_02,tom_12dim_mcq,1,-1.7330630131069016,0,White Lies / Prosocial Deception,5-7 yrs,6,8
WL_03,tom_12dim_mcq,1,-2.962595870955988,0,White Lies / Prosocial Deception,6-8 yrs,7,8
WL_04,tom_12dim_mcq,1,-1.7330630131069025,0,White Lies / Prosocial Deception,7-9 yrs,8,8
WL_05,tom_12dim_mcq,1,-3.7499206952962316,0,White Lies / Prosocial Deception,5-7 yrs,6,8
WL_06,tom_12dim_mcq,1,-3.7499206952962316,0,White Lies / Prosocial Deception,8-10 yrs,9,8
WL_07,tom_12dim_mcq,1,-1.2204300699028272,0,White Lies / Prosocial Deception,6-8 yrs,7,8
WL_08,tom_12dim_mcq,1,-2.962595870955988,0,White Lies / Prosocial Deception,7-9 yrs,8,8
WL_09,tom_12dim_mcq,1,-1.220430069902826,0,White Lies / Prosocial Deception,7-9 yrs,8,8
WL_10,tom_12dim_mcq,1,-2.962595870955988,0,White Lies / Prosocial Deception,7-9 yrs,8,8
DBEL_FR_01,tom_12dim_freeresponse,1,-1.3223087472324393,0,Diverse Beliefs,3-4 yrs,3.5,1
DBEL_FR_02,tom_12dim_freeresponse,1,-4.94497773055861,0,Diverse Beliefs,4-5 yrs,4.5,1
DBEL_FR_03,tom_12dim_freeresponse,1,-2.7956530198487317,0,Diverse Beliefs,3-4 yrs,3.5,1
DBEL_FR_04,tom_12dim_freeresponse,1,-4.94497773055861,0,Diverse Beliefs,4-5 yrs,4.5,1
DBEL_FR_05,tom_12dim_freeresponse,1,-0.19981748924160364,0,Diverse Beliefs,4-5 yrs,4.5,1
DD_FR_01,tom_12dim_freeresponse,1,-4.94497773055861,0,Diverse Desires,2-3 yrs,2.5,0
DD_FR_02,tom_12dim_freeresponse,1,3.974389195422393e-4,0,Diverse Desires,2-3 yrs,2.5,0
DD_FR_03,tom_12dim_freeresponse,1,-3.525269935679476,0,Diverse Desires,3-4 yrs,3.5,0
DD_FR_04,tom_12dim_freeresponse,1,-3.525269935679476,0,Diverse Desires,3-4 yrs,3.5,0
DD_FR_05,tom_12dim_freeresponse,1,-4.94497773055861,0,Diverse Desires,3-4 yrs,3.5,0
ER_FR_01,tom_12dim_freeresponse,1,-4.94497773055861,0,Emotion Recognition,6-8 yrs,7,3
ER_FR_02,tom_12dim_freeresponse,1,-4.94497773055861,0,Emotion Recognition,6-8 yrs,7,3
ER_FR_03,tom_12dim_freeresponse,1,-3.525269935679476,0,Emotion Recognition,6-9 yrs,7.5,3
ER_FR_04,tom_12dim_freeresponse,1,-0.4041701935276567,0,Emotion Recognition,4-6 yrs,5,3
ER_FR_05,tom_12dim_freeresponse,1,-4.94497773055861,0,Emotion Recognition,6-8 yrs,7,3
FOFB_FR_01,tom_12dim_freeresponse,1,-1.3223087472324393,0,First-Order False Belief,4-5 yrs,4.5,4
FOFB_FR_02,tom_12dim_freeresponse,1,-2.795653019848732,0,First-Order False Belief,4-5 yrs,4.5,4
FOFB_FR_03,tom_12dim_freeresponse,1,-1.6020352712777137,0,First-Order False Belief,4-5 yrs,4.5,4
FOFB_FR_04,tom_12dim_freeresponse,1,-1.6020352712777135,0,First-Order False Belief,5-6 yrs,5.5,4
FOFB_FR_05,tom_12dim_freeresponse,1,-0.6150785552507121,0,First-Order False Belief,4-5 yrs,4.5,4
FP_FR_01,tom_12dim_freeresponse,1,2.7674254270480634,0,Faux Pas Detection,9-11 yrs,10,10
FP_FR_02,tom_12dim_freeresponse,1,1.4405559625715412,0,Faux Pas Detection,9-11 yrs,10,10
FP_FR_03,tom_12dim_freeresponse,1,0.19852306504834843,0,Faux Pas Detection,9-11 yrs,10,10
FP_FR_04,tom_12dim_freeresponse,1,-1.322308747232439,0,Faux Pas Detection,9-11 yrs,10,10
FP_FR_05,tom_12dim_freeresponse,1,-0.1998174892416035,0,Faux Pas Detection,10-12 yrs,11,10
HE_FR_01,tom_12dim_freeresponse,1,-1.3223087472324393,0,Hidden Emotion (Appearance vs. Reality),4-6 yrs,5,6
HE_FR_02,tom_12dim_freeresponse,1,-3.525269935679476,0,Hidden Emotion (Appearance vs. Reality),6-8 yrs,7,6
HE_FR_03,tom_12dim_freeresponse,1,-2.3034559641788706,0,Hidden Emotion (Appearance vs. Reality),6-8 yrs,7,6
HE_FR_04,tom_12dim_freeresponse,1,-2.7956530198487317,0,Hidden Emotion (Appearance vs. Reality),8-10 yrs,9,6
HE_FR_05,tom_12dim_freeresponse,1,-0.40417019352765665,0,Hidden Emotion (Appearance vs. Reality),6-8 yrs,7,6
IA_FR_01,tom_12dim_freeresponse,1,-4.94497773055861,0,Intention vs. Accident,7-8 yrs,7.5,5
IA_FR_02,tom_12dim_freeresponse,1,-1.6020352712777137,0,Intention vs. Accident,5-6 yrs,5.5,5
IA_FR_03,tom_12dim_freeresponse,1,-1.0694783666849021,0,Intention vs. Accident,6-7 yrs,6.5,5
IA_FR_04,tom_12dim_freeresponse,1,-2.3034559641788706,0,Intention vs. Accident,5-6 yrs,5.5,5
IA_FR_05,tom_12dim_freeresponse,1,-2.30345596417887,0,Intention vs. Accident,5-6 yrs,5.5,5
IRO_FR_01,tom_12dim_freeresponse,1,-4.94497773055861,0,Irony,7-9 yrs,8,11
IRO_FR_02,tom_12dim_freeresponse,1,-4.94497773055861,0,Irony,7-9 yrs,8,11
IRO_FR_03,tom_12dim_freeresponse,1,-2.3034559641788706,0,Irony,6-8 yrs,7,11
IRO_FR_04,tom_12dim_freeresponse,1,-1.6020352712777135,0,Irony,8-10 yrs,9,11
IRO_FR_05,tom_12dim_freeresponse,1,-4.94497773055861,0,Irony,7-9 yrs,8,11
KA_FR_01,tom_12dim_freeresponse,1,-4.94497773055861,0,Knowledge Access / Ignorance,3-4 yrs,3.5,2
KA_FR_02,tom_12dim_freeresponse,1,-4.94497773055861,0,Knowledge Access / Ignorance,4-5 yrs,4.5,2
KA_FR_03,tom_12dim_freeresponse,1,1.4405559625715416,0,Knowledge Access / Ignorance,4-5 yrs,4.5,2
KA_FR_04,tom_12dim_freeresponse,1,-3.525269935679476,0,Knowledge Access / Ignorance,4-5 yrs,4.5,2
KA_FR_05,tom_12dim_freeresponse,1,-2.3034559641788706,0,Knowledge Access / Ignorance,4-5 yrs,4.5,2
SAR_FR_01,tom_12dim_freeresponse,1,-2.795653019848732,0,Sarcasm,6-8 yrs,7,9
SAR_FR_02,tom_12dim_freeresponse,1,-2.7956530198487317,0,Sarcasm,6-8 yrs,7,9
SAR_FR_03,tom_12dim_freeresponse,1,-2.795653019848732,0,Sarcasm,8-10 yrs,9,9
SAR_FR_04,tom_12dim_freeresponse,1,-1.0694783666849021,0,Sarcasm,8-10 yrs,9,9
SAR_FR_05,tom_12dim_freeresponse,1,-1.6020352712777137,0,Sarcasm,9-11 yrs,10,9
SOFB_FR_01,tom_12dim_freeresponse,1,-1.322308747232439,0,Second-Order False Belief,6-7 yrs,6.5,7
SOFB_FR_02,tom_12dim_freeresponse,1,-0.8355416231381412,0,Second-Order False Belief,6-7 yrs,6.5,7
SOFB_FR_03,tom_12dim_freeresponse,1,-2.30345596417887,0,Second-Order False Belief,6-8 yrs,7,7
SOFB_FR_04,tom_12dim_freeresponse,1,-1.3223087472324393,0,Second-Order False Belief,6-8 yrs,7,7
SOFB_FR_05,tom_12dim_freeresponse,1,-0.40417019352765693,0,Second-Order False Belief,7-9 yrs,8,7
WL_FR_01,tom_12dim_freeresponse,1,3.974389195422328e-4,0,White Lies / Prosocial Deception,5-7 yrs,6,8
WL_FR_02,tom_12dim_freeresponse,1,-0.1998174892416034,0,White Lies / Prosocial Deception,8-10 yrs,9,8
WL_FR_03,tom_12dim_freeresponse,1,-2.7956530198487317,0,White Lies / Prosocial Deception,7-9 yrs,8,8
WL_FR_04,tom_12dim_freeresponse,1,-2.7956530198487317,0,White Lies / Prosocial Deception,7-9 yrs,8,8
WL_FR_05,tom_12dim_freeresponse,1,-3.525269935679476,0,White Lies / Prosocial Deception,5-7 yrs,6,8
