model,tom_dimension,accuracy,dim_rank,age_mid,family,tier,date_years,params_b,log_params,mean_acc,coherence,coherence_resid
openai-api/local/meta-llama/llama-3.3-70b-instruct,Faux Pas Detection,0.9333333333333333,10,10.5,Llama,Llama large,0.9308692676249144,70,1.845098040014257,0.967391304347826,-0.00722725086361448,-0.02494400006225276
openai-api/local/meta-llama/llama-3.3-70b-instruct,First-Order False Belief,1,4,5,Llama,Llama large,0.9308692676249144,70,1.845098040014257,0.967391304347826,-0.00722725086361448,-0.02494400006225276
openai-api/local/meta-llama/llama-3.3-70b-instruct,Hidden Emotion (Appearance vs. Reality),1,6,7.25,Llama,Llama large,0.9308692676249144,70,1.845098040014257,0.967391304347826,-0.00722725086361448,-0.02494400006225276
openai-api/local/meta-llama/llama-3.3-70b-instruct,Intention vs. Accident,0.9333333333333333,5,6,Llama,Llama large,0.9308692676249144,70,1.845098040014257,0.967391304347826,-0.00722725086361448,-0.02494400006225276
openai-api/local/meta-llama/llama-3.3-70b-instruct,Irony,1,11,8,Llama,Llama large,0.9308692676249144,70,1.845098040014257,0.967391304347826,-0.00722725086361448,-0.02494400006225276
openai-api/local/meta-llama/llama-3.3-70b-instruct,Knowledge Access / Ignorance,0.9333333333333333,2,4,Llama,Llama large,0.9308692676249144,70,1.845098040014257,0.967391304347826,-0.00722725086361448,-0.02494400006225276
openai-api/local/meta-llama/llama-3.3-70b-instruct,Sarcasm,1,9,8.5,Llama,Llama large,0.9308692676249144,70,1.845098040014257,0.967391304347826,-0.00722725086361448,-0.02494400006225276
openai-api/local/meta-llama/llama-3.3-70b-instruct,Second-Order False Belief,0.9333333333333333,7,7.25,Llama,Llama large,0.9308692676249144,70,1.845098040014257,0.967391304347826,-0.00722725086361448,-0.02494400006225276
openai-api/local/meta-llama/llama-3.3-70b-instruct,White Lies / Prosocial Deception,0.9333333333333333,8,7.5,Llama,Llama large,0.9308692676249144,70,1.845098040014257,0.967391304347826,-0.00722725086361448,-0.02494400006225276
openai-api/local/mistralai/mistral-7b-instruct,Diverse Beliefs,0.8666666666666667,1,4,Mistral,Mistral small,-0.2628336755646817,7,0.8450980400142568,0.6358695652173914,0.13491816561335274,0.06269583134257646
openai-api/local/mistralai/mistral-7b-instruct,Diverse Desires,0.9333333333333333,0,3,Mistral,Mistral small,-0.2628336755646817,7,0.8450980400142568,0.6358695652173914,0.13491816561335274,0.06269583134257646
openai-api/local/mistralai/mistral-7b-instruct,Emotion Recognition,0.9411764705882353,3,5.4,Mistral,Mistral small,-0.2628336755646817,7,0.8450980400142568,0.6358695652173914,0.13491816561335274,0.06269583134257646
openai-api/local/mistralai/mistral-7b-instruct,Faux Pas Detection,0.4666666666666667,10,10.5,Mistral,Mistral small,-0.2628336755646817,7,0.8450980400142568,0.6358695652173914,0.13491816561335274,0.06269583134257646
openai-api/local/mistralai/mistral-7b-instruct,First-Order False Belief,0.35294117647058826,4,5,Mistral,Mistral small,-0.2628336755646817,7,0.8450980400142568,0.6358695652173914,0.13491816561335274,0.06269583134257646
openai-api/local/mistralai/mistral-7b-instruct,Hidden Emotion (Appearance vs. Reality),0.4666666666666667,6,7.25,Mistral,Mistral small,-0.2628336755646817,7,0.8450980400142568,0.6358695652173914,0.13491816561335274,0.06269583134257646
openai-api/local/mistralai/mistral-7b-instruct,Intention vs. Accident,0.6,5,6,Mistral,Mistral small,-0.2628336755646817,7,0.8450980400142568,0.6358695652173914,0.13491816561335274,0.06269583134257646
openai-api/local/mistralai/mistral-7b-instruct,Irony,0.8666666666666667,11,8,Mistral,Mistral small,-0.2628336755646817,7,0.8450980400142568,0.6358695652173914,0.13491816561335274,0.06269583134257646
openai-api/local/mistralai/mistral-7b-instruct,Knowledge Access / Ignorance,0.6666666666666666,2,4,Mistral,Mistral small,-0.2628336755646817,7,0.8450980400142568,0.6358695652173914,0.13491816561335274,0.06269583134257646
openai-api/local/mistralai/mistral-7b-instruct,Sarcasm,0.5333333333333333,9,8.5,Mistral,Mistral small,-0.2628336755646817,7,0.8450980400142568,0.6358695652173914,0.13491816561335274,0.06269583134257646
openai-api/local/mistralai/mistral-7b-instruct,Second-Order False Belief,0.3333333333333333,7,7.25,Mistral,Mistral small,-0.2628336755646817,7,0.8450980400142568,0.6358695652173914,0.13491816561335274,0.06269583134257646
openai-api/local/mistralai/mistral-7b-instruct,White Lies / Prosocial Deception,0.6,8,7.5,Mistral,Mistral small,-0.2628336755646817,7,0.8450980400142568,0.6358695652173914,0.13491816561335274,0.06269583134257646
openai-api/local/mistralai/mistral-7b-instruct-v0.2,Diverse Beliefs,0.8666666666666667,1,4,Mistral,Mistral small,0.0383299110198494,7,0.8450980400142568,0.782608695652174,0.13310039534638465,0.08500348397639075
openai-api/local/mistralai/mistral-7b-instruct-v0.2,Diverse Desires,0.8666666666666667,0,3,Mistral,Mistral small,0.0383299110198494,7,0.8450980400142568,0.782608695652174,0.13310039534638465,0.08500348397639075
openai-api/local/mistralai/mistral-7b-instruct-v0.2,Emotion Recognition,1,3,5.4,Mistral,Mistral small,0.0383299110198494,7,0.8450980400142568,0.782608695652174,0.13310039534638465,0.08500348397639075
openai-api/local/mistralai/mistral-7b-instruct-v0.2,Faux Pas Detection,0.26666666666666666,10,10.5,Mistral,Mistral small,0.0383299110198494,7,0.8450980400142568,0.782608695652174,0.13310039534638465,0.08500348397639075
openai-api/local/mistralai/mistral-7b-instruct-v0.2,First-Order False Belief,0.7647058823529411,4,5,Mistral,Mistral small,0.0383299110198494,7,0.8450980400142568,0.782608695652174,0.13310039534638465,0.08500348397639075
openai-api/local/mistralai/mistral-7b-instruct-v0.2,Hidden Emotion (Appearance vs. Reality),0.6666666666666666,6,7.25,Mistral,Mistral small,0.0383299110198494,7,0.8450980400142568,0.782608695652174,0.13310039534638465,0.08500348397639075
openai-api/local/mistralai/mistral-7b-instruct-v0.2,Intention vs. Accident,0.8666666666666667,5,6,Mistral,Mistral small,0.0383299110198494,7,0.8450980400142568,0.782608695652174,0.13310039534638465,0.08500348397639075
openai-api/local/mistralai/mistral-7b-instruct-v0.2,Irony,0.9333333333333333,11,8,Mistral,Mistral small,0.0383299110198494,7,0.8450980400142568,0.782608695652174,0.13310039534638465,0.08500348397639075
openai-api/local/mistralai/mistral-7b-instruct-v0.2,Knowledge Access / Ignorance,0.8666666666666667,2,4,Mistral,Mistral small,0.0383299110198494,7,0.8450980400142568,0.782608695652174,0.13310039534638465,0.08500348397639075
openai-api/local/mistralai/mistral-7b-instruct-v0.2,Sarcasm,0.6666666666666666,9,8.5,Mistral,Mistral small,0.0383299110198494,7,0.8450980400142568,0.782608695652174,0.13310039534638465,0.08500348397639075
openai-api/local/mistralai/mistral-7b-instruct-v0.2,Second-Order False Belief,0.9333333333333333,7,7.25,Mistral,Mistral small,0.0383299110198494,7,0.8450980400142568,0.782608695652174,0.13310039534638465,0.08500348397639075
openai-api/local/mistralai/mistral-7b-instruct-v0.2,White Lies / Prosocial Deception,0.6666666666666666,8,7.5,Mistral,Mistral small,0.0383299110198494,7,0.8450980400142568,0.782608695652174,0.13310039534638465,0.08500348397639075
openai-api/local/mistralai/mistral-7b-instruct-v0.3,Diverse Beliefs,0.4,1,4,Mistral,Mistral small,0.3887748117727584,7,0.8450980400142568,0.2826086956521739,0.046989914423069504,-0.08331214164588668
openai-api/local/mistralai/mistral-7b-instruct-v0.3,Diverse Desires,0.3333333333333333,0,3,Mistral,Mistral small,0.3887748117727584,7,0.8450980400142568,0.2826086956521739,0.046989914423069504,-0.08331214164588668
openai-api/local/mistralai/mistral-7b-instruct-v0.3,Emotion Recognition,0.5882352941176471,3,5.4,Mistral,Mistral small,0.3887748117727584,7,0.8450980400142568,0.2826086956521739,0.046989914423069504,-0.08331214164588668
openai-api/local/mistralai/mistral-7b-instruct-v0.3,Faux Pas Detection,0.13333333333333333,10,10.5,Mistral,Mistral small,0.3887748117727584,7,0.8450980400142568,0.2826086956521739,0.046989914423069504,-0.08331214164588668
openai-api/local/mistralai/mistral-7b-instruct-v0.3,First-Order False Belief,0.058823529411764705,4,5,Mistral,Mistral small,0.3887748117727584,7,0.8450980400142568,0.2826086956521739,0.046989914423069504,-0.08331214164588668
openai-api/local/mistralai/mistral-7b-instruct-v0.3,Hidden Emotion (Appearance vs. Reality),0.26666666666666666,6,7.25,Mistral,Mistral small,0.3887748117727584,7,0.8450980400142568,0.2826086956521739,0.046989914423069504,-0.08331214164588668
openai-api/local/mistralai/mistral-7b-instruct-v0.3,Intention vs. Accident,0.3333333333333333,5,6,Mistral,Mistral small,0.3887748117727584,7,0.8450980400142568,0.2826086956521739,0.046989914423069504,-0.08331214164588668
openai-api/local/mistralai/mistral-7b-instruct-v0.3,Irony,0.4666666666666667,11,8,Mistral,Mistral small,0.3887748117727584,7,0.8450980400142568,0.2826086956521739,0.046989914423069504,-0.08331214164588668
openai-api/local/mistralai/mistral-7b-instruct-v0.3,Knowledge Access / Ignorance,0.26666666666666666,2,4,Mistral,Mistral small,0.3887748117727584,7,0.8450980400142568,0.2826086956521739,0.046989914423069504,-0.08331214164588668
openai-api/local/mistralai/mistral-7b-instruct-v0.3,Sarcasm,0.2,9,8.5,Mistral,Mistral small,0.3887748117727584,7,0.8450980400142568,0.2826086956521739,0.046989914423069504,-0.08331214164588668
openai-api/local/mistralai/mistral-7b-instruct-v0.3,Second-Order False Belief,0.13333333333333333,7,7.25,Mistral,Mistral small,0.3887748117727584,7,0.8450980400142568,0.2826086956521739,0.046989914423069504,-0.08331214164588668
openai-api/local/mistralai/mistral-7b-instruct-v0.3,White Lies / Prosocial Deception,0.2,8,7.5,Mistral,Mistral small,0.3887748117727584,7,0.8450980400142568,0.2826086956521739,0.046989914423069504,-0.08331214164588668
openai-api/local/qwen/qwen-1.5-72b-chat,Diverse Beliefs,0.9333333333333333,1,4,Qwen,Qwen large,0.0930869267624914,72,1.8573324964312685,0.9510869565217391,0.05438453802090166,0.03398718627773201
openai-api/local/qwen/qwen-1.5-72b-chat,Diverse Desires,1,0,3,Qwen,Qwen large,0.0930869267624914,72,1.8573324964312685,0.9510869565217391,0.05438453802090166,0.03398718627773201
openai-api/local/qwen/qwen-1.5-72b-chat,Emotion Recognition,1,3,5.4,Qwen,Qwen large,0.0930869267624914,72,1.8573324964312685,0.9510869565217391,0.05438453802090166,0.03398718627773201
openai-api/local/qwen/qwen-1.5-72b-chat,Faux Pas Detection,0.7333333333333333,10,10.5,Qwen,Qwen large,0.0930869267624914,72,1.8573324964312685,0.9510869565217391,0.05438453802090166,0.03398718627773201
openai-api/local/qwen/qwen-1.5-72b-chat,First-Order False Belief,1,4,5,Qwen,Qwen large,0.0930869267624914,72,1.8573324964312685,0.9510869565217391,0.05438453802090166,0.03398718627773201
openai-api/local/qwen/qwen-1.5-72b-chat,Hidden Emotion (Appearance vs. Reality),0.9333333333333333,6,7.25,Qwen,Qwen large,0.0930869267624914,72,1.8573324964312685,0.9510869565217391,0.05438453802090166,0.03398718627773201
openai-api/local/qwen/qwen-1.5-72b-chat,Intention vs. Accident,1,5,6,Qwen,Qwen large,0.0930869267624914,72,1.8573324964312685,0.9510869565217391,0.05438453802090166,0.03398718627773201
openai-api/local/qwen/qwen-1.5-72b-chat,Irony,0.9333333333333333,11,8,Qwen,Qwen large,0.0930869267624914,72,1.8573324964312685,0.9510869565217391,0.05438453802090166,0.03398718627773201
openai-api/local/qwen/qwen-1.5-72b-chat,Knowledge Access / Ignorance,0.9333333333333333,2,4,Qwen,Qwen large,0.0930869267624914,72,1.8573324964312685,0.9510869565217391,0.05438453802090166,0.03398718627773201
openai-api/local/qwen/qwen-1.5-72b-chat,Sarcasm,0.9333333333333333,9,8.5,Qwen,Qwen large,0.0930869267624914,72,1.8573324964312685,0.9510869565217391,0.05438453802090166,0.03398718627773201
openai-api/local/qwen/qwen-1.5-72b-chat,Second-Order False Belief,1,7,7.25,Qwen,Qwen large,0.0930869267624914,72,1.8573324964312685,0.9510869565217391,0.05438453802090166,0.03398718627773201
openai-api/local/qwen/qwen-1.5-72b-chat,White Lies / Prosocial Deception,1,8,7.5,Qwen,Qwen large,0.0930869267624914,72,1.8573324964312685,0.9510869565217391,0.05438453802090166,0.03398718627773201
openai-api/local/qwen/qwen1.5-14b-chat,Diverse Beliefs,0.8,1,4,Qwen,Qwen mid,0.0930869267624914,14,1.146128035678238,0.483695652173913,0.06600224295411461,-0.031239048398954562
openai-api/local/qwen/qwen1.5-14b-chat,Diverse Desires,0.4666666666666667,0,3,Qwen,Qwen mid,0.0930869267624914,14,1.146128035678238,0.483695652173913,0.06600224295411461,-0.031239048398954562
openai-api/local/qwen/qwen1.5-14b-chat,Emotion Recognition,0.35294117647058826,3,5.4,Qwen,Qwen mid,0.0930869267624914,14,1.146128035678238,0.483695652173913,0.06600224295411461,-0.031239048398954562
openai-api/local/qwen/qwen1.5-14b-chat,Faux Pas Detection,0.2,10,10.5,Qwen,Qwen mid,0.0930869267624914,14,1.146128035678238,0.483695652173913,0.06600224295411461,-0.031239048398954562
openai-api/local/qwen/qwen1.5-14b-chat,First-Order False Belief,0.7647058823529411,4,5,Qwen,Qwen mid,0.0930869267624914,14,1.146128035678238,0.483695652173913,0.06600224295411461,-0.031239048398954562
openai-api/local/qwen/qwen1.5-14b-chat,Hidden Emotion (Appearance vs. Reality),0.26666666666666666,6,7.25,Qwen,Qwen mid,0.0930869267624914,14,1.146128035678238,0.483695652173913,0.06600224295411461,-0.031239048398954562
openai-api/local/qwen/qwen1.5-14b-chat,Intention vs. Accident,0.3333333333333333,5,6,Qwen,Qwen mid,0.0930869267624914,14,1.146128035678238,0.483695652173913,0.06600224295411461,-0.031239048398954562
openai-api/local/qwen/qwen1.5-14b-chat,Irony,0.5333333333333333,11,8,Qwen,Qwen mid,0.0930869267624914,14,1.146128035678238,0.483695652173913,0.06600224295411461,-0.031239048398954562
openai-api/local/qwen/qwen1.5-14b-chat,Knowledge Access / Ignorance,0.3333333333333333,2,4,Qwen,Qwen mid,0.0930869267624914,14,1.146128035678238,0.483695652173913,0.06600224295411461,-0.031239048398954562
openai-api/local/qwen/qwen1.5-14b-chat,Sarcasm,0.4,9,8.5,Qwen,Qwen mid,0.0930869267624914,14,1.146128035678238,0.483695652173913,0.06600224295411461,-0.031239048398954562
openai-api/local/qwen/qwen1.5-14b-chat,Second-Order False Belief,0.8666666666666667,7,7.25,Qwen,Qwen mid,0.0930869267624914,14,1.146128035678238,0.483695652173913,0.06600224295411461,-0.031239048398954562
openai-api/local/qwen/qwen1.5-14b-chat,White Lies / Prosocial Deception,0.4666666666666667,8,7.5,Qwen,Qwen mid,0.0930869267624914,14,1.146128035678238,0.483695652173913,0.06600224295411461,-0.031239048398954562
openai-api/local/qwen/qwen1.5-7b-chat,Diverse Beliefs,0.9333333333333333,1,4,Qwen,Qwen small,0.0930869267624914,7,0.8450980400142568,0.6793478260869565,0.18113546979857142,0.11606140897987882
openai-api/local/qwen/qwen1.5-7b-chat,Diverse Desires,1,0,3,Qwen,Qwen small,0.0930869267624914,7,0.8450980400142568,0.6793478260869565,0.18113546979857142,0.11606140897987882
openai-api/local/qwen/qwen1.5-7b-chat,Emotion Recognition,0.9411764705882353,3,5.4,Qwen,Qwen small,0.0930869267624914,7,0.8450980400142568,0.6793478260869565,0.18113546979857142,0.11606140897987882
openai-api/local/qwen/qwen1.5-7b-chat,Faux Pas Detection,0.4,10,10.5,Qwen,Qwen small,0.0930869267624914,7,0.8450980400142568,0.6793478260869565,0.18113546979857142,0.11606140897987882
openai-api/local/qwen/qwen1.5-7b-chat,First-Order False Belief,0.47058823529411764,4,5,Qwen,Qwen small,0.0930869267624914,7,0.8450980400142568,0.6793478260869565,0.18113546979857142,0.11606140897987882
openai-api/local/qwen/qwen1.5-7b-chat,Hidden Emotion (Appearance vs. Reality),0.7333333333333333,6,7.25,Qwen,Qwen small,0.0930869267624914,7,0.8450980400142568,0.6793478260869565,0.18113546979857142,0.11606140897987882
openai-api/local/qwen/qwen1.5-7b-chat,Intention vs. Accident,0.6666666666666666,5,6,Qwen,Qwen small,0.0930869267624914,7,0.8450980400142568,0.6793478260869565,0.18113546979857142,0.11606140897987882
openai-api/local/qwen/qwen1.5-7b-chat,Irony,0.7333333333333333,11,8,Qwen,Qwen small,0.0930869267624914,7,0.8450980400142568,0.6793478260869565,0.18113546979857142,0.11606140897987882
openai-api/local/qwen/qwen1.5-7b-chat,Knowledge Access / Ignorance,0.6,2,4,Qwen,Qwen small,0.0930869267624914,7,0.8450980400142568,0.6793478260869565,0.18113546979857142,0.11606140897987882
openai-api/local/qwen/qwen1.5-7b-chat,Sarcasm,0.7333333333333333,9,8.5,Qwen,Qwen small,0.0930869267624914,7,0.8450980400142568,0.6793478260869565,0.18113546979857142,0.11606140897987882
openai-api/local/qwen/qwen1.5-7b-chat,Second-Order False Belief,0.26666666666666666,7,7.25,Qwen,Qwen small,0.0930869267624914,7,0.8450980400142568,0.6793478260869565,0.18113546979857142,0.11606140897987882
openai-api/local/qwen/qwen1.5-7b-chat,White Lies / Prosocial Deception,0.6666666666666666,8,7.5,Qwen,Qwen small,0.0930869267624914,7,0.8450980400142568,0.6793478260869565,0.18113546979857142,0.11606140897987882
openai-api/local/qwen/qwen2-72b-instruct,Diverse Beliefs,0.9333333333333333,1,4,Qwen,Qwen large,0.4298425735797399,72,1.8573324964312685,0.967391304347826,-0.006680955210366974,-0.024397704409005253
openai-api/local/qwen/qwen2-72b-instruct,Diverse Desires,1,0,3,Qwen,Qwen large,0.4298425735797399,72,1.8573324964312685,0.967391304347826,-0.006680955210366974,-0.024397704409005253
openai-api/local/qwen/qwen2-72b-instruct,Emotion Recognition,1,3,5.4,Qwen,Qwen large,0.4298425735797399,72,1.8573324964312685,0.967391304347826,-0.006680955210366974,-0.024397704409005253
openai-api/local/qwen/qwen2-72b-instruct,Faux Pas Detection,0.9333333333333333,10,10.5,Qwen,Qwen large,0.4298425735797399,72,1.8573324964312685,0.967391304347826,-0.006680955210366974,-0.024397704409005253
openai-api/local/qwen/qwen2-72b-instruct,First-Order False Belief,0.9411764705882353,4,5,Qwen,Qwen large,0.4298425735797399,72,1.8573324964312685,0.967391304347826,-0.006680955210366974,-0.024397704409005253
openai-api/local/qwen/qwen2-72b-instruct,Hidden Emotion (Appearance vs. Reality),0.9333333333333333,6,7.25,Qwen,Qwen large,0.4298425735797399,72,1.8573324964312685,0.967391304347826,-0.006680955210366974,-0.024397704409005253
openai-api/local/qwen/qwen2-72b-instruct,Intention vs. Accident,1,5,6,Qwen,Qwen large,0.4298425735797399,72,1.8573324964312685,0.967391304347826,-0.006680955210366974,-0.024397704409005253
openai-api/local/qwen/qwen2-72b-instruct,Irony,1,11,8,Qwen,Qwen large,0.4298425735797399,72,1.8573324964312685,0.967391304347826,-0.006680955210366974,-0.024397704409005253
openai-api/local/qwen/qwen2-72b-instruct,Knowledge Access / Ignorance,0.9333333333333333,2,4,Qwen,Qwen large,0.4298425735797399,72,1.8573324964312685,0.967391304347826,-0.006680955210366974,-0.024397704409005253
openai-api/local/qwen/qwen2-72b-instruct,Sarcasm,1,9,8.5,Qwen,Qwen large,0.4298425735797399,72,1.8573324964312685,0.967391304347826,-0.006680955210366974,-0.024397704409005253
openai-api/local/qwen/qwen2-72b-instruct,Second-Order False Belief,0.9333333333333333,7,7.25,Qwen,Qwen large,0.4298425735797399,72,1.8573324964312685,0.967391304347826,-0.006680955210366974,-0.024397704409005253
openai-api/local/qwen/qwen2-72b-instruct,White Lies / Prosocial Deception,1,8,7.5,Qwen,Qwen large,0.4298425735797399,72,1.8573324964312685,0.967391304347826,-0.006680955210366974,-0.024397704409005253
openai-api/local/qwen/qwen2-7b-instruct,Diverse Beliefs,1,1,4,Qwen,Qwen small,0.4298425735797399,7,0.8450980400142568,0.8967391304347826,0.04675459715566667,0.01742190359739242
openai-api/local/qwen/qwen2-7b-instruct,Diverse Desires,1,0,3,Qwen,Qwen small,0.4298425735797399,7,0.8450980400142568,0.8967391304347826,0.04675459715566667,0.01742190359739242
openai-api/local/qwen/qwen2-7b-instruct,Emotion Recognition,0.9411764705882353,3,5.4,Qwen,Qwen small,0.4298425735797399,7,0.8450980400142568,0.8967391304347826,0.04675459715566667,0.01742190359739242
openai-api/local/qwen/qwen2-7b-instruct,Faux Pas Detection,0.9333333333333333,10,10.5,Qwen,Qwen small,0.4298425735797399,7,0.8450980400142568,0.8967391304347826,0.04675459715566667,0.01742190359739242
openai-api/local/qwen/qwen2-7b-instruct,First-Order False Belief,0.7647058823529411,4,5,Qwen,Qwen small,0.4298425735797399,7,0.8450980400142568,0.8967391304347826,0.04675459715566667,0.01742190359739242
openai-api/local/qwen/qwen2-7b-instruct,Hidden Emotion (Appearance vs. Reality),0.9333333333333333,6,7.25,Qwen,Qwen small,0.4298425735797399,7,0.8450980400142568,0.8967391304347826,0.04675459715566667,0.01742190359739242
openai-api/local/qwen/qwen2-7b-instruct,Intention vs. Accident,0.8666666666666667,5,6,Qwen,Qwen small,0.4298425735797399,7,0.8450980400142568,0.8967391304347826,0.04675459715566667,0.01742190359739242
openai-api/local/qwen/qwen2-7b-instruct,Irony,0.9333333333333333,11,8,Qwen,Qwen small,0.4298425735797399,7,0.8450980400142568,0.8967391304347826,0.04675459715566667,0.01742190359739242
openai-api/local/qwen/qwen2-7b-instruct,Knowledge Access / Ignorance,0.9333333333333333,2,4,Qwen,Qwen small,0.4298425735797399,7,0.8450980400142568,0.8967391304347826,0.04675459715566667,0.01742190359739242
openai-api/local/qwen/qwen2-7b-instruct,Sarcasm,0.8666666666666667,9,8.5,Qwen,Qwen small,0.4298425735797399,7,0.8450980400142568,0.8967391304347826,0.04675459715566667,0.01742190359739242
openai-api/local/qwen/qwen2-7b-instruct,Second-Order False Belief,0.8,7,7.25,Qwen,Qwen small,0.4298425735797399,7,0.8450980400142568,0.8967391304347826,0.04675459715566667,0.01742190359739242
openai-api/local/qwen/qwen2-7b-instruct,White Lies / Prosocial Deception,0.8,8,7.5,Qwen,Qwen small,0.4298425735797399,7,0.8450980400142568,0.8967391304347826,0.04675459715566667,0.01742190359739242
openai-api/local/qwen/qwen2.5-72b-instruct,Diverse Beliefs,1,1,4,Qwen,Qwen large,0.7173169062286106,72,1.8573324964312685,0.9456521739130435,0.027296558660195022,0.006005672735514912
openai-api/local/qwen/qwen2.5-72b-instruct,Diverse Desires,0.9333333333333333,0,3,Qwen,Qwen large,0.7173169062286106,72,1.8573324964312685,0.9456521739130435,0.027296558660195022,0.006005672735514912
openai-api/local/qwen/qwen2.5-72b-instruct,Emotion Recognition,1,3,5.4,Qwen,Qwen large,0.7173169062286106,72,1.8573324964312685,0.9456521739130435,0.027296558660195022,0.006005672735514912
openai-api/local/qwen/qwen2.5-72b-instruct,Faux Pas Detection,0.8,10,10.5,Qwen,Qwen large,0.7173169062286106,72,1.8573324964312685,0.9456521739130435,0.027296558660195022,0.006005672735514912
openai-api/local/qwen/qwen2.5-72b-instruct,First-Order False Belief,1,4,5,Qwen,Qwen large,0.7173169062286106,72,1.8573324964312685,0.9456521739130435,0.027296558660195022,0.006005672735514912
openai-api/local/qwen/qwen2.5-72b-instruct,Hidden Emotion (Appearance vs. Reality),1,6,7.25,Qwen,Qwen large,0.7173169062286106,72,1.8573324964312685,0.9456521739130435,0.027296558660195022,0.006005672735514912
openai-api/local/qwen/qwen2.5-72b-instruct,Intention vs. Accident,0.9333333333333333,5,6,Qwen,Qwen large,0.7173169062286106,72,1.8573324964312685,0.9456521739130435,0.027296558660195022,0.006005672735514912
openai-api/local/qwen/qwen2.5-72b-instruct,Irony,1,11,8,Qwen,Qwen large,0.7173169062286106,72,1.8573324964312685,0.9456521739130435,0.027296558660195022,0.006005672735514912
openai-api/local/qwen/qwen2.5-72b-instruct,Knowledge Access / Ignorance,0.9333333333333333,2,4,Qwen,Qwen large,0.7173169062286106,72,1.8573324964312685,0.9456521739130435,0.027296558660195022,0.006005672735514912
openai-api/local/qwen/qwen2.5-72b-instruct,Sarcasm,0.9333333333333333,9,8.5,Qwen,Qwen large,0.7173169062286106,72,1.8573324964312685,0.9456521739130435,0.027296558660195022,0.006005672735514912
openai-api/local/qwen/qwen2.5-72b-instruct,Second-Order False Belief,0.8666666666666667,7,7.25,Qwen,Qwen large,0.7173169062286106,72,1.8573324964312685,0.9456521739130435,0.027296558660195022,0.006005672735514912
openai-api/local/qwen/qwen2.5-72b-instruct,White Lies / Prosocial Deception,0.9333333333333333,8,7.5,Qwen,Qwen large,0.7173169062286106,72,1.8573324964312685,0.9456521739130435,0.027296558660195022,0.006005672735514912
openai-api/local/qwen/qwen2.5-7b-instruct,Diverse Beliefs,0.9333333333333333,1,4,Qwen,Qwen small,0.7173169062286106,7,0.8450980400142568,0.7663043478260869,0.0844120605083172,0.03363454659379193
openai-api/local/qwen/qwen2.5-7b-instruct,Diverse Desires,0.8666666666666667,0,3,Qwen,Qwen small,0.7173169062286106,7,0.8450980400142568,0.7663043478260869,0.0844120605083172,0.03363454659379193
openai-api/local/qwen/qwen2.5-7b-instruct,Emotion Recognition,0.9411764705882353,3,5.4,Qwen,Qwen small,0.7173169062286106,7,0.8450980400142568,0.7663043478260869,0.0844120605083172,0.03363454659379193
openai-api/local/qwen/qwen2.5-7b-instruct,Faux Pas Detection,0.8,10,10.5,Qwen,Qwen small,0.7173169062286106,7,0.8450980400142568,0.7663043478260869,0.0844120605083172,0.03363454659379193
openai-api/local/qwen/qwen2.5-7b-instruct,First-Order False Belief,0.8823529411764706,4,5,Qwen,Qwen small,0.7173169062286106,7,0.8450980400142568,0.7663043478260869,0.0844120605083172,0.03363454659379193
openai-api/local/qwen/qwen2.5-7b-instruct,Hidden Emotion (Appearance vs. Reality),0.6666666666666666,6,7.25,Qwen,Qwen small,0.7173169062286106,7,0.8450980400142568,0.7663043478260869,0.0844120605083172,0.03363454659379193
openai-api/local/qwen/qwen2.5-7b-instruct,Intention vs. Accident,0.8,5,6,Qwen,Qwen small,0.7173169062286106,7,0.8450980400142568,0.7663043478260869,0.0844120605083172,0.03363454659379193
openai-api/local/qwen/qwen2.5-7b-instruct,Irony,0.7333333333333333,11,8,Qwen,Qwen small,0.7173169062286106,7,0.8450980400142568,0.7663043478260869,0.0844120605083172,0.03363454659379193
openai-api/local/qwen/qwen2.5-7b-instruct,Knowledge Access / Ignorance,0.4666666666666667,2,4,Qwen,Qwen small,0.7173169062286106,7,0.8450980400142568,0.7663043478260869,0.0844120605083172,0.03363454659379193
openai-api/local/qwen/qwen2.5-7b-instruct,Sarcasm,0.4,9,8.5,Qwen,Qwen small,0.7173169062286106,7,0.8450980400142568,0.7663043478260869,0.0844120605083172,0.03363454659379193
openai-api/local/qwen/qwen2.5-7b-instruct,Second-Order False Belief,0.9333333333333333,7,7.25,Qwen,Qwen small,0.7173169062286106,7,0.8450980400142568,0.7663043478260869,0.0844120605083172,0.03363454659379193
openai-api/local/qwen/qwen2.5-7b-instruct,White Lies / Prosocial Deception,0.7333333333333333,8,7.5,Qwen,Qwen small,0.7173169062286106,7,0.8450980400142568,0.7663043478260869,0.0844120605083172,0.03363454659379193
openai-api/local/qwen/qwen3-8b,Diverse Beliefs,1,1,4,Qwen,Qwen small,1.325119780971937,8,0.9030899869919435,0.9565217391304348,0.022730166446743978,0.003226348885084796
openai-api/local/qwen/qwen3-8b,Diverse Desires,0.9333333333333333,0,3,Qwen,Qwen small,1.325119780971937,8,0.9030899869919435,0.9565217391304348,0.022730166446743978,0.003226348885084796
openai-api/local/qwen/qwen3-8b,Emotion Recognition,0.9411764705882353,3,5.4,Qwen,Qwen small,1.325119780971937,8,0.9030899869919435,0.9565217391304348,0.022730166446743978,0.003226348885084796
