item_id,task,tom_dimension,tom_construct,dim_rank,age_mid,n,pass,passrate,passrate_adj,difficulty_logit,fitted_pooled
SOFB_FR_03,tom_12dim_freeresponse,Second-Order False Belief,Belief reasoning,7,7,28,26,0.9285714285714286,0.9137931034482759,-2.360854001118022,-2.066653081701669
SOFB_FR_04,tom_12dim_freeresponse,Second-Order False Belief,Belief reasoning,7,7,28,23,0.8214285714285714,0.8103448275862069,-1.4522523289116878,-2.066653081701669
SOFB_FR_05,tom_12dim_freeresponse,Second-Order False Belief,Belief reasoning,7,8,28,19,0.6785714285714286,0.6724137931034483,-0.719122666963206,-1.9860864298618786
WL_01,tom_12dim_mcq,White Lies / Prosocial Deception,Deception,8,6,28,25,0.8928571428571429,0.8793103448275862,-1.9859154836690123,-2.14721973354146
WL_02,tom_12dim_mcq,White Lies / Prosocial Deception,Deception,8,6,28,24,0.8571428571428571,0.8448275862068966,-1.6945957207744076,-2.14721973354146
WL_03,tom_12dim_mcq,White Lies / Prosocial Deception,Deception,8,7,28,25,0.8928571428571429,0.8793103448275862,-1.9859154836690123,-2.066653081701669
WL_04,tom_12dim_mcq,White Lies / Prosocial Deception,Deception,8,8,28,25,0.8928571428571429,0.8793103448275862,-1.9859154836690123,-1.9860864298618786
WL_05,tom_12dim_mcq,White Lies / Prosocial Deception,Deception,8,6,28,26,0.9285714285714286,0.9137931034482759,-2.360854001118022,-2.14721973354146
WL_06,tom_12dim_mcq,White Lies / Prosocial Deception,Deception,8,9,28,26,0.9285714285714286,0.9137931034482759,-2.360854001118022,-1.9055197780220878
WL_07,tom_12dim_mcq,White Lies / Prosocial Deception,Deception,8,7,28,24,0.8571428571428571,0.8448275862068966,-1.6945957207744076,-2.066653081701669
WL_08,tom_12dim_mcq,White Lies / Prosocial Deception,Deception,8,8,28,26,0.9285714285714286,0.9137931034482759,-2.360854001118022,-1.9860864298618786
WL_09,tom_12dim_mcq,White Lies / Prosocial Deception,Deception,8,8,28,22,0.7857142857142857,0.7758620689655172,-1.2417131323087829,-1.9860864298618786
WL_10,tom_12dim_mcq,White Lies / Prosocial Deception,Deception,8,8,28,26,0.9285714285714286,0.9137931034482759,-2.360854001118022,-1.9860864298618786
WL_FR_01,tom_12dim_freeresponse,White Lies / Prosocial Deception,Deception,8,6,28,17,0.6071428571428571,0.603448275862069,-0.419853845560264,-2.14721973354146
WL_FR_02,tom_12dim_freeresponse,White Lies / Prosocial Deception,Deception,8,9,28,17,0.6071428571428571,0.603448275862069,-0.419853845560264,-1.9055197780220878
WL_FR_03,tom_12dim_freeresponse,White Lies / Prosocial Deception,Deception,8,8,28,26,0.9285714285714286,0.9137931034482759,-2.360854001118022,-1.9860864298618786
WL_FR_04,tom_12dim_freeresponse,White Lies / Prosocial Deception,Deception,8,8,28,27,0.9642857142857143,0.9482758620689655,-2.9087208965643616,-1.9860864298618786
WL_FR_05,tom_12dim_freeresponse,White Lies / Prosocial Deception,Deception,8,6,28,27,0.9642857142857143,0.9482758620689655,-2.9087208965643616,-2.14721973354146
