effect,term,estimate,std.error,statistic,p.value,conf.low,conf.high,family,model_label
fixed,(Intercept),8038.084859812445,12832.747659826991,5.632311020376189,1.7781064054974066e-8,351.73462946266017,183691.91657998273,Llama,M1_date_x_tier
fixed,date_c,1.3895783987113108,2.199667906155647,0.20783675345740052,0.8353564340606303,0.062438472030794764,30.925294347573946,Llama,M1_date_x_tier
fixed,tierLlama small,0.029960410608551476,0.02408722041373944,-4.363204881222796,1.2817080466318117e-5,0.006197388224216763,0.14483943418704373,Llama,M1_date_x_tier
fixed,(Intercept),7.758590347523756e-10,2.449502768299029e-8,-0.664430111445328,0.5064150659310689,1.03771883465983e-36,580077398329397100,Mistral,M1_date_x_tier
fixed,date_c,0.06991729302150823,0.05381622699090232,-3.4564095575295886,5.474228772794352e-4,0.015466925169339727,0.3160568639166776,Mistral,M1_date_x_tier
fixed,tierMistral small,619493146.8900117,19558487275.394295,0.6412190494107156,0.52138037474272525,8.28148044210802e-19,46340960620079564e19,Mistral,M1_date_x_tier
fixed,(Intercept),4.979965921109836,8.42979641812073,0.9484157944945869,0.34291782182890923,0.18045210331890177,137.43292607450368,Qwen,M1_date_x_tier
fixed,date_c,7.599921735835751e-8,5.197936013790472e-7,-2.3967598285165037,0.016540761569083576,1.145645564044952e-13,0.05041595079973826,Qwen,M1_date_x_tier
fixed,tierQwen small,1.0150014640028313,2.395844680344761,0.006308183333420444,0.9949668312925342,0.009937130788655248,103.67459117113086,Qwen,M1_date_x_tier
fixed,date_c:tierQwen small,215739692.06364644,1937344855.2564707,2.1369219525650323,0.03260434015662709,4.899261788073349,9500128130532142,Qwen,M1_date_x_tier
fixed,(Intercept),77.70888330023722,66.7593357304345,5.06692287041262,4.0429800292387836e-7,14.428043080274483,418.5370469281274,Llama,M2_date_x_dimrank
fixed,date_c,0.006713721181800649,0.024768719867183406,-1.3562585512298029,0.17501691839575276,4.860179249357106e-6,9.27415426353277,Llama,M2_date_x_dimrank
fixed,dim_rank,0.8824296993889246,0.07145810425342088,-1.54455417217615,0.12245413839067941,0.7529234629441305,1.0342115934583496,Llama,M2_date_x_dimrank
fixed,date_c:dim_rank,1.274249546947487,0.46799093776667433,0.6598927478089973,0.5093226584705322,0.6203481568797705,2.6174203790059254,Llama,M2_date_x_dimrank
fixed,(Intercept),0.26541005318639754,0.6949709974402497,-0.5065836374960531,0.6124469915295112,0.0015669779713223505,44.95436287018184,Mistral,M2_date_x_dimrank
fixed,date_c,2.2052746564025982,16.350915241571066,0.10666350985468856,0.9150559323234341,1.07712228282682e-6,4515027.1122499015,Mistral,M2_date_x_dimrank
fixed,dim_rank,0.8874531461182908,0.04362630342947814,-2.4288445239517267,0.015147026271163176,0.805937237284282,0.9772139195467502,Mistral,M2_date_x_dimrank
fixed,date_c:dim_rank,0.931218614476321,0.10311818127871972,-0.6435312054964853,0.5198794730229445,0.7495388204924085,1.1569355505529577,Mistral,M2_date_x_dimrank
fixed,(Intercept),13.99258492383589,24.09095009891919,1.5325182502056376,0.12539459752757606,0.4790593553152609,408.7018251045567,Qwen,M2_date_x_dimrank
fixed,date_c,8.664454404051624e-4,0.005380536928320167,-1.1354635081615583,0.2561811633256594,4.486083196468151e-9,167.34591587377076,Qwen,M2_date_x_dimrank
fixed,dim_rank,0.8370511654627885,0.03889172276259265,-3.8282273923224186,1.2906948368673392e-4,0.764192580433266,0.9168561322662542,Qwen,M2_date_x_dimrank
fixed,date_c:dim_rank,1.0623455173788376,0.14113096099571318,0.4552496729710654,0.6489296282163968,0.8188134720000791,1.3783090250557102,Qwen,M2_date_x_dimrank
fixed,(Intercept),17.307172308560197,9.863747608630133,5.002646496611744,5.654857921504965e-7,5.663790381576877,52.88652883279858,Llama,M3_date_x_task
fixed,date_c,0.10622625970438393,0.2021942494501796,-1.177970261513982,0.23880846213612084,0.0025470022993286075,4.430313334918345,Llama,M3_date_x_task
fixed,tasktom_12dim_mcq,2.548223893873816,1.359797859244673,1.7529075818781927,0.07961787196691039,0.8953947236293989,7.252047440026072,Llama,M3_date_x_task
fixed,date_c:tasktom_12dim_mcq,0.4355028709658357,1.0401209397973106,-0.3480493872443384,0.72780309375987,0.004036899517489544,46.982281772877066,Llama,M3_date_x_task
fixed,(Intercept),1.5569405238247578,0.3424824902203561,2.012636911636392,0.04415284082781088,1.0116539249801497,2.3961393663107424,Mistral,M3_date_x_task
fixed,date_c,8.34201626433946,5.019312796464224,3.5255743314435337,4.2256557274544565e-4,2.5651399376346724,27.12882612504666,Mistral,M3_date_x_task
fixed,tasktom_12dim_mcq,0.10880373664494603,0.032369062756135415,-7.456177989068483,8.906840498283599e-14,0.06073118202869941,0.1949287452088193,Mistral,M3_date_x_task
