model,tom_dimension,n,n_correct,accuracy
openai-api/local/qwen/qwen2.5-7b-instruct,First-Order False Belief,17,15,0.8823529411764706
openai-api/local/qwen/qwen2.5-7b-instruct,Hidden Emotion (Appearance vs. Reality),15,10,0.6666666666666666
openai-api/local/qwen/qwen2.5-7b-instruct,Intention vs. Accident,15,12,0.8
openai-api/local/qwen/qwen2.5-7b-instruct,Irony,15,11,0.7333333333333333
openai-api/local/qwen/qwen2.5-7b-instruct,Knowledge Access / Ignorance,15,7,0.4666666666666667
openai-api/local/qwen/qwen2.5-7b-instruct,Sarcasm,15,6,0.4
openai-api/local/qwen/qwen2.5-7b-instruct,Second-Order False Belief,15,14,0.9333333333333333
openai-api/local/qwen/qwen2.5-7b-instruct,White Lies / Prosocial Deception,15,11,0.7333333333333333
openai-api/local/qwen/qwen3-8b,Diverse Beliefs,15,15,1.0
openai-api/local/qwen/qwen3-8b,Diverse Desires,15,14,0.9333333333333333
openai-api/local/qwen/qwen3-8b,Emotion Recognition,17,16,0.9411764705882353
openai-api/local/qwen/qwen3-8b,Faux Pas Detection,15,12,0.8
openai-api/local/qwen/qwen3-8b,First-Order False Belief,17,16,0.9411764705882353
openai-api/local/qwen/qwen3-8b,Hidden Emotion (Appearance vs. Reality),15,15,1.0
openai-api/local/qwen/qwen3-8b,Intention vs. Accident,15,15,1.0
openai-api/local/qwen/qwen3-8b,Irony,15,15,1.0
openai-api/local/qwen/qwen3-8b,Knowledge Access / Ignorance,15,15,1.0
openai-api/local/qwen/qwen3-8b,Sarcasm,15,14,0.9333333333333333
openai-api/local/qwen/qwen3-8b,Second-Order False Belief,15,15,1.0
openai-api/local/qwen/qwen3-8b,White Lies / Prosocial Deception,15,14,0.9333333333333333
