task,item_id,tom_dimension,facility,discrimination,flag,n_models
tom_12dim_mcq,HE_07,Hidden Emotion (Appearance vs. Reality),0.8571,0.7256,,28
tom_12dim_mcq,HE_08,Hidden Emotion (Appearance vs. Reality),0.8214,0.9233,,28
tom_12dim_mcq,HE_09,Hidden Emotion (Appearance vs. Reality),0.8214,0.8263,,28
tom_12dim_mcq,HE_10,Hidden Emotion (Appearance vs. Reality),0.6786,0.7793,,28
tom_12dim_mcq,IA_01,Intention vs. Accident,0.6786,0.7541,,28
tom_12dim_mcq,IA_02,Intention vs. Accident,0.7857,0.8708,,28
tom_12dim_mcq,IA_03,Intention vs. Accident,0.75,0.8798,,28
tom_12dim_mcq,IA_04,Intention vs. Accident,0.75,0.8526,,28
tom_12dim_mcq,IA_05,Intention vs. Accident,0.7857,0.8907,,28
tom_12dim_mcq,IA_06,Intention vs. Accident,0.7857,0.7826,,28
tom_12dim_mcq,IA_07,Intention vs. Accident,0.8214,0.9233,,28
tom_12dim_mcq,IA_08,Intention vs. Accident,0.8214,0.7625,,28
tom_12dim_mcq,IA_09,Intention vs. Accident,0.8214,0.9233,,28
tom_12dim_mcq,IA_10,Intention vs. Accident,0.7857,0.8995,,28
tom_12dim_mcq,IRO_01,Irony,0.8214,0.8051,,28
tom_12dim_mcq,IRO_02,Irony,0.8929,0.7269,,28
tom_12dim_mcq,IRO_03,Irony,0.8214,0.7909,,28
tom_12dim_mcq,IRO_04,Irony,0.8214,0.9233,,28
tom_12dim_mcq,IRO_05,Irony,0.6786,0.8181,,28
tom_12dim_mcq,IRO_06,Irony,0.8571,0.8705,,28
tom_12dim_mcq,IRO_07,Irony,0.7857,0.7892,,28
tom_12dim_mcq,IRO_08,Irony,0.8929,0.7269,,28
tom_12dim_mcq,IRO_09,Irony,0.7857,0.8642,,28
tom_12dim_mcq,IRO_10,Irony,0.7143,0.7273,,28
tom_12dim_mcq,KA_01,Knowledge Access / Ignorance,0.7857,0.8907,,28
tom_12dim_mcq,KA_02,Knowledge Access / Ignorance,0.75,0.8526,,28
tom_12dim_mcq,KA_03,Knowledge Access / Ignorance,0.7857,0.8995,,28
tom_12dim_mcq,KA_04,Knowledge Access / Ignorance,0.7143,0.7754,,28
tom_12dim_mcq,KA_05,Knowledge Access / Ignorance,0.7857,0.8708,,28
tom_12dim_mcq,KA_06,Knowledge Access / Ignorance,0.75,0.8275,,28
tom_12dim_mcq,KA_07,Knowledge Access / Ignorance,0.7857,0.8708,,28
tom_12dim_mcq,KA_08,Knowledge Access / Ignorance,0.8571,0.8627,,28
tom_12dim_mcq,KA_09,Knowledge Access / Ignorance,0.6429,0.7409,,28
tom_12dim_mcq,KA_10,Knowledge Access / Ignorance,0.6429,0.7031,,28
tom_12dim_mcq,SAR_01,Sarcasm,0.7143,0.8515,,28
tom_12dim_mcq,SAR_02,Sarcasm,0.8214,0.8051,,28
tom_12dim_mcq,SAR_03,Sarcasm,0.75,0.8526,,28
tom_12dim_mcq,SAR_04,Sarcasm,0.7143,0.8275,,28
tom_12dim_mcq,SAR_05,Sarcasm,0.7143,0.7814,,28
tom_12dim_mcq,SAR_06,Sarcasm,0.8214,0.7507,,28
tom_12dim_mcq,SAR_07,Sarcasm,0.7143,0.8195,,28
tom_12dim_mcq,SAR_08,Sarcasm,0.7857,0.7892,,28
tom_12dim_mcq,SAR_09,Sarcasm,0.6429,0.6369,,28
tom_12dim_mcq,SAR_10,Sarcasm,0.7143,0.7052,,28
tom_12dim_mcq,SOFB_01,Second-Order False Belief,0.7143,0.585,,28
tom_12dim_mcq,SOFB_02,Second-Order False Belief,0.75,0.587,,28
tom_12dim_mcq,SOFB_03,Second-Order False Belief,0.8571,0.767,,28
tom_12dim_mcq,SOFB_04,Second-Order False Belief,0.7857,0.6855,,28
tom_12dim_mcq,SOFB_05,Second-Order False Belief,0.7143,0.7393,,28
tom_12dim_mcq,SOFB_06,Second-Order False Belief,0.75,0.6519,,28
tom_12dim_mcq,SOFB_07,Second-Order False Belief,0.8214,0.7318,,28
tom_12dim_mcq,SOFB_08,Second-Order False Belief,0.7857,0.6855,,28
tom_12dim_mcq,SOFB_09,Second-Order False Belief,0.7143,0.585,,28
tom_12dim_mcq,SOFB_10,Second-Order False Belief,0.7857,0.7671,,28
tom_12dim_mcq,WL_01,White Lies / Prosocial Deception,0.8214,0.8358,,28
tom_12dim_mcq,WL_02,White Lies / Prosocial Deception,0.75,0.8526,,28
tom_12dim_mcq,WL_03,White Lies / Prosocial Deception,0.8214,0.8358,,28
tom_12dim_mcq,WL_04,White Lies / Prosocial Deception,0.75,0.8463,,28
tom_12dim_mcq,WL_05,White Lies / Prosocial Deception,0.8214,0.6561,,28
tom_12dim_mcq,WL_06,White Lies / Prosocial Deception,0.8571,0.7153,,28
tom_12dim_mcq,WL_07,White Lies / Prosocial Deception,0.7143,0.8275,,28
tom_12dim_mcq,WL_08,White Lies / Prosocial Deception,0.8214,0.7814,,28
tom_12dim_mcq,WL_09,White Lies / Prosocial Deception,0.7143,0.7373,,28
tom_12dim_mcq,WL_10,White Lies / Prosocial Deception,0.8214,0.9233,,28
