effect,term,estimate,std.error,statistic,p.value,conf.low,conf.high,family,model_label
fixed,tasktom_12dim_mcq,277.6310056631434,322.8466245646802,4.838314050980757,1.309451231827061e-6,28.420898130346924,2712.052763147056,GPT,M3_date_x_task
fixed,date_c:tasktom_12dim_mcq,0.04495574224635784,0.14458399174132391,-0.9645339184297513,0.33477831168684097,8.226237744056321e-5,24.567959543610357,GPT,M3_date_x_task
fixed,(Intercept),539.3878224233217,690.5502833477024,4.9134495042405515,8.948778827480287e-7,43.86841086050332,6632.089407198438,Llama,M3_date_x_task
fixed,date_c,1.795066201097187,1.8654640919883725,0.5629639022188913,0.5734594647418176,0.23415152245278137,13.761442302692197,Llama,M3_date_x_task
fixed,tasktom_12dim_mcq,13.225093515473533,15.725937828381058,2.1714906027409016,0.029894106740261314,1.2859862939769513,136.00696936833359,Llama,M3_date_x_task
fixed,date_c:tasktom_12dim_mcq,6.165636923428416,10.387011247335845,1.0797370431183904,0.280259293344509,0.22698202408828963,167.4805695483489,Llama,M3_date_x_task
fixed,(Intercept),4.142562805543319,2.1433490989044697,2.7470490599543824,0.006013413862205089,1.5026577410723307,11.420316236233923,Mistral,M3_date_x_task
fixed,date_c,5.320747904836015,3.0199794035875454,2.945131355414905,0.0032281758082014396,1.7492143125492599,16.184613894199195,Mistral,M3_date_x_task
fixed,tasktom_12dim_mcq,0.008531171762757089,0.0057929176878115775,-7.0159370623477395,2.284128632724426e-12,0.0022543310280692605,0.03228491767156204,Mistral,M3_date_x_task
fixed,date_c:tasktom_12dim_mcq,0.007403996755221224,0.005425074212296534,-6.695216874188985,2.153520104095442e-11,0.0017610504148229142,0.031128676095760078,Mistral,M3_date_x_task
fixed,(Intercept),8.246638190828595,2.08750698544261,8.33472834628941,7.767632637394984e-17,5.021212880132387,13.543947064964843,Qwen,M3_date_x_task
fixed,date_c,1.4195293881618471,0.4892330331759373,1.0164832847493923,0.30939930331473786,0.7224078151653924,2.789371379369432,Qwen,M3_date_x_task
fixed,tasktom_12dim_mcq,4.507421858910265,1.6462117446294409,4.122762052849688,3.7435634996088226e-5,2.2031815011741682,9.221596951206404,Qwen,M3_date_x_task
fixed,date_c:tasktom_12dim_mcq,19.815776748073397,10.186560020297225,5.809555888564375,6.26387814699195e-9,7.235020726988663,54.27282421800608,Qwen,M3_date_x_task
fixed,(Intercept),2.055479548096174,4.612049513010528,0.32111361213967987,0.7481242951347884,0.025293086953213632,167.0415390757529,ALL,M4_date_x_family
fixed,date_c,35.43334768654994,64.46656663784839,1.9609219166221068,0.04988813225171172,1.0017443578393292,1253.335862039673,ALL,M4_date_x_family
fixed,familyDeepSeek,13.159832391669072,54.57424617521079,0.621449070895043,0.534304193907985,0.003884099182046104,44587.22098996262,ALL,M4_date_x_family
fixed,familyGemma,19.91694186876872,78.41242811881312,0.7598660257124986,0.447334671387348,0.008872921246057298,44707.32495007554,ALL,M4_date_x_family
fixed,familyGPT,9.964281808372771,23.406914112281306,0.9786831497044236,0.32773656038023913,0.09974792207109415,995.378248440133,ALL,M4_date_x_family
fixed,familyLlama,17.6394674786195,47.42712123053805,1.0674845910715083,0.2857530681236552,0.09075392756901739,3428.5107131330305,ALL,M4_date_x_family
fixed,familyMistral,0.09475828771040344,0.3466168848557468,-0.6442008446561793,0.5194452032633137,7.294611897195164e-5,123.09267739466902,ALL,M4_date_x_family
fixed,familyQwen,11.415703171281866,27.122397212903245,1.0248770218344396,0.30542121800729005,0.10842907246942138,1201.8758062471343,ALL,M4_date_x_family
fixed,date_c:familyGPT,0.027856079921283607,0.0852584457226375,-1.1699061213423945,0.2420387502314277,6.913015742830689e-5,11.22464084340714,ALL,M4_date_x_family
fixed,date_c:familyLlama,0.06583401429339165,0.2303958320030894,-0.777397945324823,0.4369240243151324,6.911067486136287e-5,62.712706057013655,ALL,M4_date_x_family
fixed,date_c:familyMistral,0.015547063625988834,0.058999368683388086,-1.0972348185107628,0.272538756150059,9.150264807774808e-6,26.4157587204654,ALL,M4_date_x_family
fixed,date_c:familyQwen,0.15354743348627398,0.35701124398874257,-0.805881762167422,0.420311028087994,0.0016111068751369852,14.633923232570838,ALL,M4_date_x_family
