family,dim_rank,tom_dimension,validated_age_band,slope_logodds,slope_or,se,lo,hi
Llama,6,Hidden Emotion (Appearance vs. Reality),4-6 yrs,2.0494820103984117,7.763878456242935,3.18780399764407,0.01501637772793568,4014.137748491473
Llama,7,Second-Order False Belief,6-7 yrs,1.9383942571292927,6.947585972334353,3.251611155529752,0.011857868685092084,4070.6261913375392
Llama,8,White Lies / Prosocial Deception,5-7 yrs,1.8273065038601737,6.217118301763728,3.3659434370216066,0.0084808666704023275,4557.619106667527
Llama,9,Sarcasm,6-8 yrs,1.7162187505910547,5.563451842415768,3.5258892028515887,0.005546855507585166,5580.097833908502
Llama,10,Faux Pas Detection,9-11 yrs,1.6051309973219356,4.978511731729259,3.7255782712802166,0.003356010323037944,7385.429923388722
Llama,11,Irony,7-9 yrs,1.4940432440528164,4.455072096427716,3.9590013355868483,0.00190057392297693,10442.986270842232
Mistral,0,Diverse Desires,2-3 yrs,-0.3340400646842871,0.7160250943331805,7.494364562687544,2.98948473585414e-7,1714984.2899878775
Mistral,1,Diverse Beliefs,3-4 yrs,-0.22932507887313325,0.795070031020776,7.486734204611856,3.3695241447166043e-7,1876040.4350227444
Mistral,2,Knowledge Access / Ignorance,3-4 yrs,-0.12461009306197943,0.882841061340278,7.480690059411327,3.786087036078567e-7,2058611.7861561321
Mistral,3,Emotion Recognition,6-8 yrs,-0.019895107250825605,0.9803014944328365,7.47623597419703,4.240910701548713e-7,2266001.5445180563
Mistral,4,First-Order False Belief,4-5 yrs,0.08481987856032824,1.0885209830729123,7.473374791967297,4.7355644959542657e-7,2502083.8204237227
Mistral,5,Intention vs. Accident,7-8 yrs,0.1895348643714821,1.208687263376603,7.472108342561604,5.271411502137655e-7,2771411.2245959025
Mistral,6,Hidden Emotion (Appearance vs. Reality),4-6 yrs,0.2942498501826359,1.342119190504355,7.472437436819212,5.849569828646274e-7,3079344.2497239574
Mistral,7,Second-Order False Belief,6-7 yrs,0.3989648359937898,1.490281213428176,7.474361863985974,6.47087431799313e-7,3432207.1268195384
Mistral,8,White Lies / Prosocial Deception,5-7 yrs,0.5036798218049436,1.6547994476275614,7.477880392388645,7.135839501774533e-7,3837475.9006105894
Mistral,9,Sarcasm,6-8 yrs,0.6083948076160974,1.8374795221160165,7.482990773371651,7.844624677356254e-7,4304005.778557621
Mistral,10,Faux Pas Detection,9-11 yrs,0.7131097934272512,2.0403263966737804,7.489689748467025,8.597001996205556e-7,4842306.430545446
Mistral,11,Irony,7-9 yrs,0.817824779238405,2.265566366785866,7.497973059744272,9.392328444097513e-7,5464875.928116576
Qwen,0,Diverse Desires,2-3 yrs,1.6830028173183738,5.381691970118643,1.2162930901343505,0.49612288082343403,58.37789301950585
Qwen,1,Diverse Beliefs,3-4 yrs,1.6960793377932395,5.452527909780959,1.1925335339390348,0.5266145571064559,56.45506795386655
Qwen,2,Knowledge Access / Ignorance,3-4 yrs,1.7091558582681055,5.52429621985312,1.1726310219735585,0.5547703998469781,55.00987207158348
Qwen,3,Emotion Recognition,6-8 yrs,1.7222323787429712,5.597009172560007,1.1567846530298775,0.5798037810614849,54.029505672366184
Qwen,4,First-Order False Belief,4-5 yrs,1.735308899217837,5.670679201658336,1.1451628220219294,0.6009700183614333,53.50783171479433
Qwen,5,Intention vs. Accident,7-8 yrs,1.7483854196927027,5.745318904562804,1.1378949776064913,0.6176157760866781,53.44534675632087
Qwen,6,Hidden Emotion (Appearance vs. Reality),4-6 yrs,1.7614619401675686,5.820941044500219,1.1350647588785399,0.6292258735906101,53.849271089562095
Qwen,7,Second-Order False Belief,6-7 yrs,1.7745384606424344,5.897558552691982,1.1367053133063958,0.6354613849614168,54.73376936120539
Qwen,8,White Lies / Prosocial Deception,5-7 yrs,1.7876149811173,5.975184530565303,1.1427973868604435,0.6361837151030542,56.12031450462934
Qwen,9,Sarcasm,6-8 yrs,1.800691501592166,6.053832251993514,1.1532704371465512,0.6314613420014655,58.03820835510751
Qwen,10,Faux Pas Detection,9-11 yrs,1.8137680220670318,6.133515165565866,1.1680066226877353,0.621558678355177,60.52527234561319
Qwen,11,Irony,7-9 yrs,1.8268445425418975,6.214246896887222,1.18684715770553,0.6069093218003189,63.628721966109374
