family,dim_rank,tom_dimension,validated_age_band,slope_logodds,slope_or,se,lo,hi
Claude,0,Diverse Desires,2-3 yrs,4.187765630854282,65.87543635696801,2.5953549698221887,0.40692348449504273,10664.346690646233
Claude,1,Diverse Beliefs,3-4 yrs,4.0620554997400955,58.09359981729927,2.4850424107840996,0.4454689972523095,7575.984772338755
Claude,2,Knowledge Access / Ignorance,3-4 yrs,3.9363453686259082,51.23102823098848,2.3937020970645015,0.46986458556030314,5585.903543836019
Claude,3,Emotion Recognition,6-8 yrs,3.8106352375117214,45.17912923039025,2.3235725204234017,0.47541512819981674,4293.413475808468
Claude,4,First-Order False Belief,4-5 yrs,3.6849251063975346,39.84213841684434,2.2766146726934164,0.4596731194093756,3453.3148156816196
Claude,5,Intention vs. Accident,7-8 yrs,3.5592149752833473,35.13560399829935,2.2542770593384414,0.42351427382949824,2914.9210418875014
Claude,6,Hidden Emotion (Appearance vs. Reality),4-6 yrs,3.4335048441691605,30.985050436032502,2.257290706727118,0.3712851396769503,2585.8114099552263
Claude,7,Second-Order False Belief,6-7 yrs,3.3077947130549736,27.324799954198816,2.2855553353997107,0.3097797418090303,2410.243769256116
Claude,8,White Lies / Prosocial Deception,5-7 yrs,3.182084581940787,24.09693326394302,2.338155390420401,0.24642441058843662,2356.3501332532796
Claude,9,Sarcasm,6-8 yrs,3.0563744508265995,21.25037305671827,2.413500290120202,0.18747943533333203,2408.6820735661317
Claude,10,Faux Pas Detection,9-11 yrs,2.9306643197124127,18.740075764139192,2.509542239761874,0.13696382073983213,2564.1110020782517
Claude,11,Irony,7-9 yrs,2.8049541885982254,16.52631879489046,2.6240096108757327,0.09651038607405679,2829.9463303438956
GPT,0,Diverse Desires,2-3 yrs,-1.249906811882759,0.2865314969468361,1.8282545459600366,0.007960322841551586,10.313689579779927
GPT,1,Diverse Beliefs,3-4 yrs,-1.033696264438515,0.3556898042152117,1.6577466158898926,0.013802857658096912,9.165872745810749
GPT,2,Knowledge Access / Ignorance,3-4 yrs,-0.817485716994271,0.44154041761813584,1.504108715817386,0.023155132888155256,8.4196424754757615
GPT,3,Emotion Recognition,3-4 yrs,-0.6012751695500269,0.5481122542169852,1.373015748028348,0.037165066344017665,8.083586894260545
GPT,4,First-Order False Belief,4-5 yrs,-0.38506462210578296,0.6804066654723507,1.271460376300593,0.05629627217284302,8.22351485366253
GPT,5,Intention vs. Accident,4-5 yrs,-0.168854074661539,0.8446321476256042,1.206922019644861,0.07930760659684216,8.995397735669988
GPT,6,Hidden Emotion (Appearance vs. Reality),4-6 yrs,0.04735647278270516,1.0484957026506831,1.1854619619951534,0.10267886541808235,10.706616536915385
GPT,7,Second-Order False Belief,6-7 yrs,0.2635670202269491,1.3015645231683153,1.209375621551778,0.12162543060938398,13.928585489749198
GPT,8,White Lies / Prosocial Deception,5-7 yrs,0.47977756767119306,1.6157149749756867,1.276114710166247,0.13246891507929115,19.70677331204918
GPT,9,Sarcasm,6-8 yrs,0.695988115115437,2.005689947668538,1.379477488701501,0.1342854175191653,29.957029143573894
GPT,10,Faux Pas Detection,9-11 yrs,0.912198662559681,2.4897907294813297,1.5119714147424552,0.1285721169932498,48.21463643580382
GPT,11,Irony,6-8 yrs,1.128409210003925,3.0907358756108367,1.666663434828696,0.11786078699062578,81.05026698614928
Llama,0,Diverse Desires,2-3 yrs,2.7160085300131263,15.119851208769607,3.8674171856853623,0.007718546931804207,29618.256207440652
Llama,1,Diverse Beliefs,3-4 yrs,2.6049207767440072,13.53015335748365,3.6460225529945336,0.010659716800812116,17173.537843245424
Llama,2,Knowledge Access / Ignorance,3-4 yrs,2.4938330234748882,12.10759599081552,3.460601762822233,0.013719371981754044,10685.174282887969
Llama,3,Emotion Recognition,6-8 yrs,2.382745270205769,10.834605994745038,3.3171927890680712,0.016261537919051692,7218.793674110907
Llama,4,First-Order False Belief,4-5 yrs,2.27165751693665,9.695457888619082,3.2214113015781387,0.01755689314910021,5354.130874505185
Llama,5,Intention vs. Accident,7-8 yrs,2.1605697636675307,8.676079565383219,3.1775671327477557,0.017120789108953618,4396.663970674939
