task,item_id,tom_dimension,facility,discrimination,flag,n_models
tom_12dim_freeresponse,SAR_FR_03,Sarcasm,1.0,0.0,too-easy+low-disc,13
tom_12dim_freeresponse,SAR_FR_04,Sarcasm,0.8462,0.8014,,13
tom_12dim_freeresponse,SAR_FR_05,Sarcasm,1.0,0.0,too-easy+low-disc,13
tom_12dim_freeresponse,SOFB_FR_01,Second-Order False Belief,0.9231,0.9043,too-easy,13
tom_12dim_freeresponse,SOFB_FR_02,Second-Order False Belief,0.9231,0.1447,too-easy+low-disc,13
tom_12dim_freeresponse,SOFB_FR_03,Second-Order False Belief,0.7692,0.4347,,13
tom_12dim_freeresponse,SOFB_FR_04,Second-Order False Belief,0.6154,0.4557,,13
tom_12dim_freeresponse,SOFB_FR_05,Second-Order False Belief,0.7692,-0.0229,low-disc,13
tom_12dim_freeresponse,WL_FR_01,White Lies / Prosocial Deception,0.7692,0.6634,,13
tom_12dim_freeresponse,WL_FR_02,White Lies / Prosocial Deception,0.8462,0.8014,,13
tom_12dim_freeresponse,WL_FR_03,White Lies / Prosocial Deception,1.0,0.0,too-easy+low-disc,13
tom_12dim_freeresponse,WL_FR_04,White Lies / Prosocial Deception,0.8462,0.8014,,13
tom_12dim_freeresponse,WL_FR_05,White Lies / Prosocial Deception,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,DBEL_01,Diverse Beliefs,0.9231,0.9384,too-easy,13
tom_12dim_mcq,DBEL_02,Diverse Beliefs,0.9231,0.9384,too-easy,13
tom_12dim_mcq,DBEL_03,Diverse Beliefs,0.9231,0.9384,too-easy,13
tom_12dim_mcq,DBEL_04,Diverse Beliefs,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,DBEL_05,Diverse Beliefs,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,DBEL_06,Diverse Beliefs,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,DBEL_07,Diverse Beliefs,0.9231,0.9384,too-easy,13
tom_12dim_mcq,DBEL_08,Diverse Beliefs,0.9231,0.9384,too-easy,13
tom_12dim_mcq,DBEL_09,Diverse Beliefs,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,DBEL_10,Diverse Beliefs,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,DBEL_11,Diverse Beliefs,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,DBEL_12,Diverse Beliefs,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,DBEL_13,Diverse Beliefs,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,DD_01,Diverse Desires,0.9231,0.9384,too-easy,13
tom_12dim_mcq,DD_02,Diverse Desires,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,DD_03,Diverse Desires,0.9231,0.9384,too-easy,13
tom_12dim_mcq,DD_04,Diverse Desires,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,DD_05,Diverse Desires,0.8462,0.8568,,13
tom_12dim_mcq,DD_06,Diverse Desires,0.8462,0.6107,,13
tom_12dim_mcq,DD_07,Diverse Desires,0.9231,0.9384,too-easy,13
tom_12dim_mcq,DD_08,Diverse Desires,0.9231,0.9384,too-easy,13
tom_12dim_mcq,DD_09,Diverse Desires,0.9231,0.9384,too-easy,13
tom_12dim_mcq,DD_10,Diverse Desires,0.9231,-0.1115,too-easy+low-disc,13
tom_12dim_mcq,ER_01,Emotion Recognition,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,ER_02,Emotion Recognition,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,ER_03,Emotion Recognition,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,ER_04,Emotion Recognition,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,ER_05,Emotion Recognition,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,ER_06,Emotion Recognition,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,ER_07,Emotion Recognition,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,ER_08,Emotion Recognition,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,ER_09,Emotion Recognition,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,ER_10,Emotion Recognition,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,ER_11,Emotion Recognition,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,ER_12,Emotion Recognition,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,FOFB_01,First-Order False Belief,0.8462,0.8568,,13
tom_12dim_mcq,FOFB_02,First-Order False Belief,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,FOFB_03,First-Order False Belief,0.8462,0.7337,,13
tom_12dim_mcq,FOFB_04,First-Order False Belief,0.9231,0.9384,too-easy,13
tom_12dim_mcq,FOFB_05,First-Order False Belief,0.7692,0.7686,,13
tom_12dim_mcq,FOFB_06,First-Order False Belief,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,FOFB_07,First-Order False Belief,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,FOFB_08,First-Order False Belief,0.7692,0.7686,,13
tom_12dim_mcq,FOFB_09,First-Order False Belief,0.9231,0.2218,too-easy+low-disc,13
tom_12dim_mcq,FOFB_10,First-Order False Belief,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,FOFB_11,First-Order False Belief,0.9231,0.9384,too-easy,13
tom_12dim_mcq,FOFB_12,First-Order False Belief,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,FOFB_13,First-Order False Belief,0.9231,0.9384,too-easy,13
tom_12dim_mcq,FOFB_14,First-Order False Belief,0.8462,0.8568,,13
tom_12dim_mcq,FOFB_15,First-Order False Belief,0.8462,0.2045,low-disc,13
tom_12dim_mcq,FOFB_16,First-Order False Belief,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,FP_01,Faux Pas Detection,0.9231,0.9384,too-easy,13
tom_12dim_mcq,FP_02,Faux Pas Detection,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,FP_03,Faux Pas Detection,0.9231,0.9384,too-easy,13
tom_12dim_mcq,FP_04,Faux Pas Detection,0.9231,0.9384,too-easy,13
tom_12dim_mcq,FP_05,Faux Pas Detection,0.9231,0.9384,too-easy,13
tom_12dim_mcq,FP_06,Faux Pas Detection,0.8462,0.6107,,13
tom_12dim_mcq,FP_07,Faux Pas Detection,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,FP_08,Faux Pas Detection,0.9231,-0.1115,too-easy+low-disc,13
tom_12dim_mcq,FP_09,Faux Pas Detection,0.9231,0.9384,too-easy,13
tom_12dim_mcq,FP_10,Faux Pas Detection,0.9231,0.9384,too-easy,13
tom_12dim_mcq,FP_11,Faux Pas Detection,0.9231,0.9384,too-easy,13
tom_12dim_mcq,FP_12,Faux Pas Detection,0.9231,0.9384,too-easy,13
tom_12dim_mcq,FP_13,Faux Pas Detection,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,HE_01,Hidden Emotion (Appearance vs. Reality),0.8462,0.8568,,13
tom_12dim_mcq,HE_02,Hidden Emotion (Appearance vs. Reality),0.9231,0.2218,too-easy+low-disc,13
tom_12dim_mcq,HE_03,Hidden Emotion (Appearance vs. Reality),0.8462,0.8568,,13
tom_12dim_mcq,HE_04,Hidden Emotion (Appearance vs. Reality),1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,HE_05,Hidden Emotion (Appearance vs. Reality),0.9231,0.9384,too-easy,13
tom_12dim_mcq,HE_06,Hidden Emotion (Appearance vs. Reality),0.9231,0.9384,too-easy,13
tom_12dim_mcq,HE_07,Hidden Emotion (Appearance vs. Reality),1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,HE_08,Hidden Emotion (Appearance vs. Reality),1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,HE_09,Hidden Emotion (Appearance vs. Reality),0.9231,0.9384,too-easy,13
tom_12dim_mcq,HE_10,Hidden Emotion (Appearance vs. Reality),0.9231,0.9384,too-easy,13
tom_12dim_mcq,HE_11,Hidden Emotion (Appearance vs. Reality),1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,HE_12,Hidden Emotion (Appearance vs. Reality),0.9231,0.9384,too-easy,13
tom_12dim_mcq,HE_13,Hidden Emotion (Appearance vs. Reality),1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,IA_01,Intention vs. Accident,0.9231,0.9384,too-easy,13
tom_12dim_mcq,IA_02,Intention vs. Accident,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,IA_03,Intention vs. Accident,0.9231,0.2218,too-easy+low-disc,13
tom_12dim_mcq,IA_04,Intention vs. Accident,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,IA_05,Intention vs. Accident,0.7692,-0.2221,low-disc,13
tom_12dim_mcq,IA_06,Intention vs. Accident,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,IA_07,Intention vs. Accident,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,IA_08,Intention vs. Accident,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,IA_09,Intention vs. Accident,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,IA_10,Intention vs. Accident,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,IRO_01,Irony,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,IRO_02,Irony,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,IRO_03,Irony,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,IRO_04,Irony,0.9231,0.9384,too-easy,13
tom_12dim_mcq,IRO_05,Irony,0.9231,0.9384,too-easy,13
tom_12dim_mcq,IRO_06,Irony,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,IRO_07,Irony,0.9231,0.9384,too-easy,13
tom_12dim_mcq,IRO_08,Irony,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,IRO_09,Irony,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,IRO_10,Irony,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,KA_01,Knowledge Access / Ignorance,0.9231,0.9384,too-easy,13
tom_12dim_mcq,KA_02,Knowledge Access / Ignorance,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,KA_03,Knowledge Access / Ignorance,0.7692,0.0097,low-disc,13
tom_12dim_mcq,KA_04,Knowledge Access / Ignorance,0.9231,0.9384,too-easy,13
tom_12dim_mcq,KA_05,Knowledge Access / Ignorance,0.9231,0.9384,too-easy,13
tom_12dim_mcq,KA_06,Knowledge Access / Ignorance,0.9231,0.9384,too-easy,13
tom_12dim_mcq,KA_07,Knowledge Access / Ignorance,0.9231,-0.0949,too-easy+low-disc,13
tom_12dim_mcq,KA_08,Knowledge Access / Ignorance,0.9231,0.9384,too-easy,13
tom_12dim_mcq,KA_09,Knowledge Access / Ignorance,0.9231,0.9384,too-easy,13
tom_12dim_mcq,KA_10,Knowledge Access / Ignorance,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,SAR_01,Sarcasm,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,SAR_02,Sarcasm,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,SAR_03,Sarcasm,0.9231,0.2218,too-easy+low-disc,13
tom_12dim_mcq,SAR_04,Sarcasm,0.8462,0.8568,,13
tom_12dim_mcq,SAR_05,Sarcasm,0.9231,0.9384,too-easy,13
tom_12dim_mcq,SAR_06,Sarcasm,0.7692,0.7686,,13
tom_12dim_mcq,SAR_07,Sarcasm,0.6923,0.541,,13
tom_12dim_mcq,SAR_08,Sarcasm,0.8462,0.623,,13
tom_12dim_mcq,SAR_09,Sarcasm,0.8462,0.7337,,13
tom_12dim_mcq,SAR_10,Sarcasm,0.7692,0.6632,,13
tom_12dim_mcq,SOFB_01,Second-Order False Belief,0.7692,0.7686,,13
tom_12dim_mcq,SOFB_02,Second-Order False Belief,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,SOFB_03,Second-Order False Belief,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,SOFB_04,Second-Order False Belief,0.7692,0.7686,,13
tom_12dim_mcq,SOFB_05,Second-Order False Belief,0.9231,0.9384,too-easy,13
tom_12dim_mcq,SOFB_06,Second-Order False Belief,0.9231,0.9384,too-easy,13
tom_12dim_mcq,SOFB_07,Second-Order False Belief,0.8462,0.2045,low-disc,13
tom_12dim_mcq,SOFB_08,Second-Order False Belief,0.7692,0.7686,,13
tom_12dim_mcq,SOFB_09,Second-Order False Belief,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,SOFB_10,Second-Order False Belief,0.9231,0.9384,too-easy,13
tom_12dim_mcq,SOFB_11,Second-Order False Belief,0.9231,0.9384,too-easy,13
tom_12dim_mcq,SOFB_12,Second-Order False Belief,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,SOFB_13,Second-Order False Belief,0.8462,0.8568,,13
tom_12dim_mcq,SOFB_14,Second-Order False Belief,0.9231,0.9384,too-easy,13
tom_12dim_mcq,WL_01,White Lies / Prosocial Deception,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,WL_02,White Lies / Prosocial Deception,0.9231,0.0551,too-easy+low-disc,13
tom_12dim_mcq,WL_03,White Lies / Prosocial Deception,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,WL_04,White Lies / Prosocial Deception,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,WL_05,White Lies / Prosocial Deception,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,WL_06,White Lies / Prosocial Deception,0.9231,0.9384,too-easy,13
tom_12dim_mcq,WL_07,White Lies / Prosocial Deception,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,WL_08,White Lies / Prosocial Deception,0.8462,0.7337,,13
tom_12dim_mcq,WL_09,White Lies / Prosocial Deception,1.0,0.0,too-easy+low-disc,13
tom_12dim_mcq,WL_10,White Lies / Prosocial Deception,0.9231,0.9384,too-easy,13
