model,task,theta,theta_se,family,tier,date_years,release_date,age_anchored_theta
openai-api/local/meta-llama/llama-3.3-70b-instruct,tom_12dim_freeresponse,-1.641120022640983,0.5697320537859392,Llama,Llama large,0.9308692676249144,2024-12-06,7.503405883661382
openai-api/local/meta-llama/llama-3.1-8b-instruct,tom_12dim_freeresponse,-3.990916564121789,0.5191463541051551,Llama,Llama small,0.5585215605749486,2024-07-23,7.134851097267287
anthropic/claude-fable-5,tom_12dim_freeresponse,2.42119546634207,1.2655350102485214,Claude,Claude Fable,2.4777549623545516,2026-06-24,8.140561395161143
anthropic/claude-opus-4-8,tom_12dim_freeresponse,1.10226000840885,1.0279696176394801,Claude,Claude Opus,2.521560574948665,2026-07-10,7.933692431238061
anthropic/claude-opus-4-7,tom_12dim_freeresponse,1.1022600084088514,1.0279696176394804,Claude,Claude Opus,2.3874058863791925,2026-05-22,7.933692431238061
anthropic/claude-sonnet-4-6,tom_12dim_freeresponse,1.10226000840885,1.0279696176394801,Claude,Claude Sonnet,2.0369609856262834,2026-01-14,7.933692431238061
anthropic/claude-opus-4-6,tom_12dim_freeresponse,1.1022600084088505,1.0279696176394801,Claude,Claude Opus,2.1711156741957565,2026-03-04,7.933692431238061
anthropic/claude-opus-4-5-20251101,tom_12dim_freeresponse,-0.40508155373074156,0.7400433154202185,Claude,Claude Opus,1.834360027378508,2025-11-01,7.6972728359027105
anthropic/claude-haiku-4-5-20251001,tom_12dim_freeresponse,-1.9493513914540053,0.5419998337106288,Claude,Claude Haiku,1.749486652977413,2025-10-01,7.455061210287552
anthropic/claude-sonnet-4-5-20250929,tom_12dim_freeresponse,1.10226000840885,1.0279696176394801,Claude,Claude Sonnet,1.7440109514031483,2025-09-29,7.933692431238061
openai-api/local/meta-llama/llama-3.3-70b-instruct,tom_12dim_mcq,3.699986908607217,1.270542527565907,Llama,Llama large,0.9308692676249144,2024-12-06,4.860536319824818
openai-api/local/meta-llama/llama-3.1-8b-instruct,tom_12dim_mcq,-1.0668749320529078,0.37730922098609637,Llama,Llama small,0.5585215605749486,2024-07-23,5.401764679648756
anthropic/claude-fable-5,tom_12dim_mcq,3.699986908607217,1.270542527565907,Claude,Claude Fable,2.4777549623545516,2026-06-24,4.860536319824818
anthropic/claude-opus-4-8,tom_12dim_mcq,3.699986908607217,1.270542527565907,Claude,Claude Opus,2.521560574948665,2026-07-10,4.860536319824818
anthropic/claude-opus-4-7,tom_12dim_mcq,3.699986908607217,1.270542527565907,Claude,Claude Opus,2.3874058863791925,2026-05-22,4.860536319824818
anthropic/claude-sonnet-4-6,tom_12dim_mcq,-5.786607772126658,0.2001159288322856,Claude,Claude Sonnet,2.0369609856262834,2026-01-14,5.93764202395344
anthropic/claude-opus-4-6,tom_12dim_mcq,3.699986908607217,1.270542527565907,Claude,Claude Opus,2.1711156741957565,2026-03-04,4.860536319824818
anthropic/claude-opus-4-5-20251101,tom_12dim_mcq,1.3765459755384046,0.810095770953074,Claude,Claude Opus,1.834360027378508,2025-11-01,5.124339250848825
anthropic/claude-haiku-4-5-20251001,tom_12dim_mcq,3.699986908607217,1.270542527565907,Claude,Claude Haiku,1.749486652977413,2025-10-01,4.860536319824818
anthropic/claude-sonnet-4-5-20250929,tom_12dim_mcq,3.699986908607217,1.270542527565907,Claude,Claude Sonnet,1.7440109514031483,2025-09-29,4.860536319824818
