term,mean,sd,lo94,hi94,P_gt_0
Intercept,2.623650901985573,0.0793221252259456,2.4744623558756413,2.7728394480955045,1.0
C(family)[T.Gemma],0.2286557311324245,0.17873934486562446,-0.10751608621598407,0.564827548480833,0.899598855164207
C(family)[T.Llama],-1.1341550986563291,0.1167027942813452,-1.3536489681940735,-0.9146612291185847,1.2595160735699928e-22
C(family)[T.Mistral],0.515327837963508,0.2590295944389811,0.028146632420661566,1.0025090435063544,0.9766745226918856
C(family)[T.Qwen],0.35456351545567893,0.18560322498014414,0.0054821562607652585,0.7036448746505926,0.9719546682543125
years_c,0.9299756782044004,0.2659243526914398,0.4298268554105815,1.4301245009982193,0.9997648657912769
logp_c,1.1306042000608238,0.11736496480271408,0.9098649244389827,1.351343475682665,1.0
